text;label
stranded tanker , full storage tank : coronavirus lead to crude glut in china # economy # marketscreenerвђ¦ http : //t.co/vuxeskvm;Bearish
the coronavirus is a 'black swan ' for oil and energy market , say ned davis research http : //t.co/pmdvlgw;Bearish
the crash in energy price ha hit norway , europe 's biggest oil producer , forcing it to prop up it currency for thвђ¦ http : //t.co/qgwtuyyp;Bearish
the danger of deeper opec+ cut http : //t.co/lpngnnj;Bearish
the deepening crisis at debt-ridden eskom shut down south africa 's key mining industry for hour , hitting gold aвђ¦ http : //t.co/dxhzjlikd;Bearish
the resistance level to watch a oil fall from it highest close in almost week http : //t.co/bjbfpxuvs http : //t.co/tkfmkhaos;Bearish
tullow oil : diminishing reserve http : //t.co/kwekypl;Bearish
two canadian rail terminal owner are unable to take oil delivery amid the rail strike http : //t.co/opekccki;Bearish
u.s. gasoline future tumbled to their lowest level since -вќwith some pump price already below $ -вќas coronaviruвђ¦ http : //t.co/ttwqmrjj;Bearish
u.s. lng producer fear more price drop a they await china buy under phase deal http : //t.co/jfivnqd http : //t.co/dallbpbdvs;Bearish
u.s. oil inventory rise more than expected # wti # stock # marketscreener http : //t.co/lmknlbjino http : //t.co/wbbqhdlzo;Bearish
u.s. shale gas investor brace for write-down amid price plunge http : //t.co/rcbgbup http : //t.co/srylmtqy;Bearish
u gasoline crash to c - lowest since - amid `` unprecedented '' demand collapse http : //t.co/rwfzivi;Bearish
http : //t.co/knubmnfw http : //t.co/qhrfm '';Bearish
wti slip from -week high after surprise crude inventory build http : //t.co/iqfmxkxt;Bearish
$ uso $ ung $ ugaz - u.s. rig count fall for seventh straight week http : //t.co/lzllzmvvpx;Bullish
$ uso $ ung $ ugaz - u.s. rig count trimmed by in baker hughes survey http : //t.co/jeinmmqql;Bullish
"$ uso $ xle $ oil - opec+ confirms deeper oil production cut ; crude oil jump http : //t.co/ucqizjimv";Bullish
$ uxa : com $ ccj $ urg - uranium likely to benefit a top miner cut output http : //t.co/knmisavc;Bullish
brent crude climb after opec and it ally confirmed the new production pact http : //t.co/hnnehzkhry;Bullish
declining rig count point to higher energy price and a headwind for the u.s. economy;Bullish
energy stock might be due for a rebound , but a set of conundrum make the sector 's potential a tricky question http : //t.co/qzlubsj;Bullish
energy top sector leaderboard on trade optimism;Bullish
energy up a exxon cut capex spending -- energy roundup # economy # marketscreener http : //t.co/pzcwlksxz http : //t.co/txjwqykm;Bullish
energy up on hope for thursday opec + deal -- energy roundup # economy # marketscreener http : //t.co/nrxptdgf http : //t.co/nonuhhqc;Bullish
for all the talk of coal 's demise , it still power the world;Bullish
investor hope thursday 's opec+ meeting will signal an end to the saudi-russian oil-price war http : //t.co/dxumtlfy;Bullish
jan. natural gas traded at $ ./mln btu , up . cent , or . %;Bullish
jan. wti oil up $ . , or . % , to $ ./bbl;Bullish
just released : oil price dynamic report oil price rose over the past week owing to decreased supply.вђ¦ http : //t.co/jbfqzgtj;Bullish
liquefied natural gas : magnolia lng epc contract extended # liquefiednaturalgas # stock # marketscreenerвђ¦ http : //t.co/crmbilk;Bullish
natural gas price forecast вђ “ natural gas market finding support again;Bullish
natural gas : production hit all-time high , but price supported by bullish weather . continue reading : вђ¦ http : //t.co/cxoctddp;Bullish
oil boosted by renewed hope for global production cut http : //t.co/taounz;Bullish
oil gain on fresh hope for u.s.-china trade talk;Bullish
oil hit -month high , catching up on u.s.-china news;Bullish
http : //t.co/gzphfoccsq '';Bullish
oil jump after opec agrees to kbpd production cut http : //t.co/tpuwfc;Bullish
oil market poised to rise with u.s.-china trade deal;Bullish
oil nears three-month high a trade hope , uk election boost sentiment;Bullish
oil price steady after two-day drop a growth concern weigh;Bullish
oil resume gain a investor monitor back-and-forth trade talk http : //t.co/rosnzxzs;Bullish
oil rise % on trump 's optimism for a deal with china;Bullish
oil rise a second day in 'relief rally ' over china coronavirus;Bullish
oil rise on likely opec+ output cut amid coronavirus outbreak;Bullish
oil spike after russia say ready for `` substantial output cut '' , but warns mmb/d cut not enough http : //t.co/tcigzilx;Bullish
oil trade at -month highв http : //t.co/ftuuzlyb;Bullish
oil 's biggest bullish boost since score on trade armistice;Bullish
opec delivers bigger cut with ab surprising the market . get more info on seeking alpha : http : //t.co/wictwcdвђ¦ http : //t.co/mwcjzsoa;Bullish
qatar plan to boost lng production to million t by;Bullish
rising crude inventory fail to halt oil rally;Bullish
russia back opec+ oil output cut;Bullish
saudi arabia surprised the oil market by pledging to implement significant additional production cut beyond what wвђ¦ http : //t.co/srjyzfcam;Bullish
saudi , russia win over oil producer to deeper cut http : //t.co/ygaxpqoj http : //t.co/liiailcp;Bullish
semi vs. energy - a new high . http : //t.co/izdo # stock # finance # trading;Bullish
stock market update : wti crude rise on trade deal;Bullish
u.s. crude flow to europe set to rise a virus hit asia demand;Bullish
u.s. weekly active oil-rig count edge up by to : baker hughes;Bullish
wti crude oil up just . % and still below .;Bullish
wti oil future touch fresh intraday high on nymex;Bullish
$ comdx : natural gas inventory showed a draw of bcf v a bcf draw last week http : //t.co/mujjhgpydz;Bullish
$ comdx : natural gas inventory showed a draw of bcf v a bcf draw last week http : //t.co/cgfywfunq;Bullish
$ uso $ ung $ ugaz - u.s. rig count fall for fifth straight week http : //t.co/uwxqgggz;Bullish
a lot of flow over past week been positioning for energy group to rally q;Bullish
brent + %;Bullish
capecon : if iran close the strait of hormuz , crude would jump to $ http : //t.co/wozbiie;Bullish
china 's need to import lng is slowing down . http : //t.co/lnpkuyntqr # stock # stockmarket # trading;Bullish
crude head for weekly advance a coronavirus worry recede http : //t.co/ajuzuzxnqt;Bullish
crude rose for a second day after the u.s. signalled it wa open to the possibility of an alliance with saudi arabia http : //t.co/heecxznxj;Bullish
energy up after opec+ deal confirmed -- energy roundup # economy # marketscreener http : //t.co/mzgucydupd http : //t.co/hyydgpltcq;Bullish
energy up ahead of exxon earnings -- energy roundup # economy # marketscreener http : //t.co/jvorgnxqff http : //t.co/kdzhepki;Bullish
energy up a commodity recoup some loss -- energy roundup # economy # marketscreener http : //t.co/xvxtrdfn http : //t.co/qihquaiiu;Bullish
europe 's lng import expected to soar to mln tonne in # economy # marketscreener http : //t.co/qhplybutlb http : //t.co/mlqzahtc;Bullish
glencore almost double it lng trade in on surge in asian volume http : //t.co/ignrpuvqe http : //t.co/jtvijond;Bullish
investment in canada 's oil-sands is on track to grow for the first time since price crashed in http : //t.co/wsdgvvgc;Bullish
natural gas $ ung with a bounce today seeing , march $ call active early today;Bullish
natural gas storage : expecting a relatively bullish draw . http : //t.co/mhgsynnwd # market # stock # stockmarket;Bullish
natural gas : long set up ahead but timing is important . read more : http : //t.co/erugnl # stockmarket # stock # market;Bullish
-asian stock including hong koвђ¦ http : //t.co/gfsqocrr '';Bullish
oil lower but trim early loss a report on china trade talk spark fresh hope http : //t.co/tvcmbaze;Bullish
http : //t.co/qdubabl '';Bullish
oil skyrocket , u.s. stock future sink after iranian general killed in iraq airstrike http : //t.co/umikkaqx;Bullish
oil stock continue to show improvement . http : //t.co/lufawtdgd;Bullish
the amount of oil needed to run the global economy will decline sharply in the first quarter of this year a the coвђ¦ http : //t.co/dbfthwb;Bullish
the first oil company bailout of is happening in canada : select share soar . http : //t.co/ewphmtk # trading # investing # stockmarket;Bullish
the high in wti in september following the drone strike on saudi oil facility wa .. crude oil right now is at ..;Bullish
production -kbpd '';Bullish
algeria to cut oil output by , bpd under new opec deal # economy # marketscreener http : //t.co/cpedaozfj http : //t.co/iyoynnkdyh;Bullish
the strike escalates an alreвђ¦ http : //t.co/bicwgokk '';Bullish
natural gas demand is rising , but production ha reached a major long-term peak . keep reading : вђ¦ http : //t.co/gxfkjjlcqj;Bullish
opec , russia and other oil producing nation have agreed to deeper production cut in an attempt to support crude pвђ¦ http : //t.co/yytkhhzz;Bullish
opec 's new year 's gift to oil bull . follow this and any other stock on seeking alpha ! http : //t.co/dihnpjvhe # business # finance # market;Bullish
qatar , the world 's biggest supplier of liquefied natural gas , plan to boost output capacity by almost two third http : //t.co/dxypukfl;Bullish
$ comdx : energy settlement price http : //t.co/ykoscea;Neutral
$ et $ rds.a $ rds.b - shell-led lake charles lng get five more year to reach in-service date http : //t.co/fdhoqlzpaa;Neutral
a five-decade rivalry is playing out at opec+;Neutral
baker hughes announces january rig count;Neutral
canadian crude reportedly stable so far at start of cn rail strike;Neutral
china lng force majeure rejected a virus chaos spark dispute;Neutral
coconut oil market procurement intelligence report | increase in supplier opex to impact procurement spend;Neutral
commodity chaos deepens a china buyer invoke force majeure;Neutral
crude oil price update вђ “ direction controlled by $ . pivot;Neutral
eni ceo see oil market stabilizing on u.s.-china deal;Neutral
forget opec : china now move the oil market;Neutral
global oil major seeking combined $ b in asset sale - report;Neutral
goldman sachs curb new lending on coal and arctic oil;Neutral
here are the biggest risk to opec+ effort to balance oil http : //t.co/qwaygsivuu;Neutral
iaea international atomic energy agency : fostering the safe and secure transport of spent ... # iaea # economyвђ¦ http : //t.co/dbapsbsguv;Neutral
iran demand $ billion oil payment from south korea : chosun;Neutral
iraq did n't agree to more oil cut due to saudi pressure : min;Neutral
iraqвђ™s largest oil field threatened by anti-government protest;Neutral
keystone leak affected x more land than thought , regulator say;Neutral
new california fracking permit blocked pending scientific review;Neutral
news highlight : top energy news of the day # wti # stock # marketscreener http : //t.co/pbzaoyuov http : //t.co/lahsqxtw;Neutral
news highlight : top energy news of the day # wti # stock # marketscreener http : //t.co/snjfeiojl http : //t.co/kiovbzy;Neutral
oil major go on $ billion selling spree;Neutral
oil price fundamental weekly forecast вђ “ weвђ™ll find out this week if trader liked the trade deal;Neutral
oil stock : what i got right ( and wrong ) about the oil market in;Neutral
opec+ deal is n't worth the paper it 's written on;Neutral
opec+ technical meeting drag on;Neutral
opec 's share of indian oil import in october hit lowest since;Neutral
saudi arabia , russia and other large oil producer are racing to negotiate a deal to stem the historic price crashвђ¦ http : //t.co/zgmxubla;Neutral
saudi energy minister defends u shale producer : 'they are creating job ' http : //t.co/ikkmglimod;Neutral
the best and worst oil prediction of;Neutral
the expected and thrilling resolution of oilвђ™s consolidation;Neutral
the five biggest enemy of oil & gas;Neutral
trump proposes selling million barrel from u.s. oil reserve;Neutral
trump proposes selling million barrel of oil from the u.s. emergency stockpile a part of his fiscal budgeвђ¦ http : //t.co/gdwrijp;Neutral
trump 's budget proposes sale from emergency oil reserve;Neutral
u.s. revoke wto subsidy preference for some developing nation;Neutral
u.s. total weekly active drilling-rig count unchanged at : baker hughes;Neutral
will crude oil ever bottom ?;Neutral
"zyen chairman , david greenberg , discus opecвђ™s power in the oil market ; the potential of renewable energy projectвђ¦ http : //t.co/pjutfuff";Neutral
$ comdx : eia petroleum data for the week ended december http : //t.co/iuuqy;Neutral
$ comdx : eia petroleum data for the week ended february http : //t.co/npiyrcjmrw;Neutral
$ comdx : energy settlement price http : //t.co/hpmproefl;Neutral
$ comdx : energy settlement price http : //t.co/bwfdlvyu;Neutral
$ comdx : energy settlement price http : //t.co/djdjbeowk;Neutral
$ comdx : energy settlement price http : //t.co/ghjabrpjq;Neutral
$ comdx : energy settlement price http : //t.co/jhltzljyb;Neutral
$ comdx : energy settlement price http : //t.co/seisjprxd;Neutral
$ comdx : energy settlement price http : //t.co/sgnrzeziyd;Neutral
$ comdx : energy settlement price http : //t.co/yglujvpyxc;Neutral
$ comdx : energy settlement price http : //t.co/zoecqwjdt;Neutral
$ comdx : summary of weekly petroleum data for the week ending december , http : //t.co/mktlpraqj;Neutral
$ comdx : summary of weekly petroleum data for week ending february , http : //t.co/eetinjzm;Neutral
$ trp - work start in montana on keystone xl pipeline http : //t.co/mbvlpmi;Neutral
$ xle : sector briefing : energy http : //t.co/fkdifsyr;Neutral
$ xle : sector briefing : energy http : //t.co/rnhaqhn;Neutral
$ xle : sector briefing : energy http : //t.co/truxgkame;Neutral
$ xle : sector briefing : energy http : //t.co/zsdkaurwp;Neutral
a controversial $ billion shale gas pipeline won the backing of the nation 's top energy regulator http : //t.co/wpvkzwvid;Neutral
alberta agrees to sale of crude by rail contract : premier # canadianpacificrailway # stock # marketscreenerвђ¦ http : //t.co/tlugamrj;Neutral
brazil 's energy minister to attend g oil meeting after saudi invite http : //t.co/rrutvjq http : //t.co/jbkjcnby;Neutral
canada 's oil-sands industry may have already built it last big mine http : //t.co/uotavydtp;Neutral
chevron/shale gas : atlas , shrugged off http : //t.co/zpkdkhbzpf;Neutral
crown prince mohammed bin salman is reportedly unhappy with progress on the country 's move away from oil http : //t.co/mqngxlst;Neutral
crude oil future rise , but support seen weak # crudeoil # matprem # marketscreener http : //t.co/eqjdyubj http : //t.co/cvisoff;Neutral
despite opec+ deal collapse , saudi oil export yet to rise-sources http : //t.co/cdreuabtvo http : //t.co/tlyauwxq;Neutral
eex european energy exchange : will introduce action limit on gas spot trading # eex # economy # marketscreenerвђ¦ http : //t.co/wzkvisj;Neutral
eia natural gas report is due in minute and the petroleum report is due minute after that .;Neutral
eia petroleum status report due in minute .;Neutral
eia petroleum status report is due in minute .;Neutral
everything that 's wrong about the iea oil market report . http : //t.co/olwbsucc # stockmarket # stock # trading;Neutral
february : natural gas supply-demand balance overview and forecast . http : //t.co/huoalaxfwy # investing # stockmarket # stock;Neutral
g- finance chief urge oil-producing nation to support international effort to stabilize world market rocked byвђ¦ http : //t.co/ukrmezqn;Neutral
how coronavirus , climate change and opec will continue to move crude oil price http : //t.co/diuqxqdkma byвђ¦ http : //t.co/kwzoccmtq;Neutral
is oil in the middle of a perfect storm ? @ maleehambcc look at the aramco ipo : http : //t.co/aykutncy;Neutral
kremlin say effort to persuade mexico to join oil cut deal persist - ta http : //t.co/ycglmhae http : //t.co/mijguckis;Neutral
libyan economic expert will study the distribution of crucial oil revenue a effort continue to solve the war-ravвђ¦ http : //t.co/slmpndtqj;Neutral
market snapshot : canadian crude oil is mainly exported to two region in the united state # stock # marketscreenerвђ¦ http : //t.co/opucdbydt;Neutral
market snapshot : retail pump sale of gasoline and diesel make up most of the transportation sector 's energy demandвђ¦ http : //t.co/xcserkao;Neutral
material and energy dashboard - update . http : //t.co/opnkssvh # finance # stock # business;Neutral
mexican president 's nationalist oil vision fuel standoff with saudi http : //t.co/psrirb http : //t.co/zsewoixko;Neutral
mexico 's giant oil find may not be a cure-all for ailing pemex http : //t.co/bgocuwzr;Neutral
most north sea oil output 'in the money ' , but decom bill loom - woodmac http : //t.co/uwjpyhwz http : //t.co/ierekkrt;Neutral
"natural gas price to trade sideways with near-term weather being variable ; upside potential still on table longerвђ¦ http : //t.co/umwxnxm";Neutral
news highlight : top energy news of the day # wti # stock # marketscreener http : //t.co/ffxwcfgh http : //t.co/rncsktueb;Neutral
news highlight : top energy news of the day # wti # stock # marketscreener http : //t.co/hzdrmhe http : //t.co/jqdsccwgk;Neutral
news highlight : top energy news of the day # wti # stock # marketscreener http : //t.co/isucokcic http : //t.co/fnemvjcvmj;Neutral
news highlight : top energy news of the day # wti # stock # marketscreener http : //t.co/wcedoogpy http : //t.co/ncygcuuhdf;Neutral
news highlight : top energy news of the day # wti # stock # marketscreener http : //t.co/bzxvqtw http : //t.co/dhrkxanx;Neutral
news highlight : top energy news of the day # wti # stock # marketscreener http : //t.co/gkfxxfh http : //t.co/tbjgkzhbr;Neutral
news highlight : top energy news of the day # wti # stock # marketscreener http : //t.co/gstqlztt http : //t.co/pvsevyzga;Neutral
news highlight : top energy news of the day # wti # stock # marketscreener http : //t.co/nacwsvjh http : //t.co/kmzxdjto;Neutral
news highlight : top energy news of the day # wti # stock # marketscreener http : //t.co/rilauqur http : //t.co/kvdapws;Neutral
news highlight : top energy news of the day # wti # stock # marketscreener http : //t.co/wnmmqqcuwa http : //t.co/eqgboiey;Neutral
news highlight : top energy news of the day # wti # stock # marketscreener http : //t.co/xltkskkpzw http : //t.co/gvhplar;Neutral
nigeria 's petroleum bill to be passed by mid- , say oil minister # economy # marketscreenerвђ¦ http : //t.co/itmzmpwlo;Neutral
norway considers attending opec+ meeting on april - oil ministry # akerbp # stock # marketscreenerвђ¦ http : //t.co/kaviemdxpl;Neutral
occidental petroleum opposes possible texas oil curtailment : letter http : //t.co/baolxc http : //t.co/nicxepiiq;Neutral
oil price might go negative - bullish for wti . http : //t.co/axmlbazg # stockmarket # stock # business;Neutral
oil producer still in talk over extending output cut -algeria minister # economy # marketscreenerвђ¦ http : //t.co/zxoaoqbw;Neutral
oil search : full year result presentation # oilsearch # stock # marketscreener http : //t.co/frirsicp http : //t.co/viydtsyf;Neutral
oil worker from the united state are leaving iraq after iranian military leader qasem soleimani wa killed in a uвђ¦ http : //t.co/lspogidvgj;Neutral
one man is the surprise holdout to a global oil production deal http : //t.co/uqrqesb;Neutral
opec can not and will not cut production in march . http : //t.co/njmyzt # investing # market # stockmarket;Neutral
opec+ output cut may be contingent on g- cooperation - dj $ uso @ street_insider;Neutral
opec+ will adjust it output target and redistribute production cut between it member under pressure from saudiвђ¦ http : //t.co/iuhhlcivja;Neutral
opec+ wo n't meet until oil output number agreed - iran oil minister # economy # marketscreenerвђ¦ http : //t.co/ddzceguq;Neutral
record oil production cut hang in the balance a g meeting concludes with no specific http : //t.co/mvpehljcwr;Neutral
russia 's key oil producer voiced support for extending opec+ output cut into the second quarter http : //t.co/sncimyrl;Neutral
saudi arabia and others in opec are working to convince oil producer there will be little space left to store theiвђ¦ http : //t.co/bjytfiytw;Neutral
saudi arabia doe not have much incentive to end the oil price war . http : //t.co/kmihsmhvwa # trading # market # finance;Neutral
saudi arabia is ramping up crude oil production in a bid to win a price war . insight via @ cmegroup http : //t.co/pqijkkfcd;Neutral
saudi crown prince , russia 's putin discus effort to stabilize oil market : spa # economy # marketscreenerвђ¦ http : //t.co/stlspzl;Neutral
saudi , others resist mexican plan to make small oil output cut - source # economy # marketscreenerвђ¦ http : //t.co/vfosxccqm;Neutral
spot price for crude oil are little changed in the week ending nov. : brent tick up to $ . per barrel and wtвђ¦ http : //t.co/mutsydooo;Neutral
"take five : crude awakening # samp ; p # economy # marketscreener http : //t.co/zgduspzf http : //t.co/xjklcawnp";Neutral
the burning and releasing of vast amount of natural gas into the atmosphere in america 's top shale basin is much bвђ¦ http : //t.co/gtkpvatm;Neutral
the oil industry 's radioactive secret http : //t.co/eyoavpcd;Neutral
the u.s. step up pressure on saudi arabia to seal a historic deal to cut global oil production http : //t.co/ofydzcoslf;Neutral
the world 's largest oil producer are hammering out the term of an unprecedented deal to mitigate the devastatingвђ¦ http : //t.co/evgjkbla;Neutral
timing and sizing the oil glut . http : //t.co/gseesgks # market # stockmarket # economy;Neutral
to tackle petroleum-related issue : crisis committee established # stock # marketscreener http : //t.co/zpbcbtdjsj http : //t.co/scmunhik;Neutral
trump agrees to help mexico meet global oil cut target http : //t.co/faghnv http : //t.co/rsvvhkyd;Neutral
trump said that opec had not pressed him to ask u.s. oil producer to reduce their output to support global price , вђ¦ http : //t.co/tvjkuixol;Neutral
turkey 's recent maritime pact with libya add a snarl to eastern mediterranean plan for gas export http : //t.co/uaxhgwaqio;Neutral
with the shackle of opec 's output limit thrown off and a price war under way , the group 's biggest oil producer aвђ¦ http : //t.co/uixhworz;Neutral
world coal association : cc regains momentum , but more ambition is needed # worldcoalassociation # economyвђ¦ http : //t.co/hmhtnasu;Neutral
yemen oil and gas market , size , share , outlook and growth opportunity , - & - -вђ¦ http : //t.co/sjuegmch;Neutral
"zyen chairman , david greenberg , discus opec 's power in the oil market ; the potential of renewable energy projectвђ¦ http : //t.co/pjutfuff";Neutral
# oil # market react in a hefty way to short-term news . the # coronavirus panic ha made many already inexpensiveвђ¦ http : //t.co/ysquqayj;Neutral
$ artl - artelo bioscience eps miss by $ . http : //t.co/tfivfui;Bearish
$ blph - bellerophon therapeutic eps miss by $ . http : //t.co/foafymnyra;Bearish
$ ce - celanese q profit almost halved http : //t.co/ytgfenqwt;Bearish
$ cmp - compass mineral eps miss by $ . , miss on revenue http : //t.co/ducsqyvqt;Bearish
$ dri : darden restaurant provides covid- update , report quarter-to-date q comp of -. % http : //t.co/swpetulqd;Bearish
"$ gbx : greenbrier beat by $ . , miss on rev ; suspending fy guidance http : //t.co/khxutngmzw";Bearish
$ gme - gamestop eps miss by $ . , miss on revenue http : //t.co/snwktxgp;Bearish
$ gnss - lrad eps miss by $ . , miss on revenue http : //t.co/babkprhda;Bearish
$ gpp - green plain partner eps miss by $ . , miss on revenue http : //t.co/mttczuwkk;Bearish
$ gtx : garrett motion withdraws fy guidance http : //t.co/fcjisqu;Bearish
$ itrn - ituran location eps miss by $ . , miss on revenue http : //t.co/edtrz;Bearish
$ ivc : invacare miss by $ . , miss on rev http : //t.co/akizmfs;Bearish
"$ je - just energy report lower than expected q base ebitda and free cash flow ; revise guidance http : //t.co/jtkdsdq";Bearish
$ matw - matthew international corp : weak growth and high debt to weigh on sentiment . http : //t.co/cksaqvfe # market # finance # trading;Bearish
$ nat - nordic american tanker eps miss by $ . , miss on revenue http : //t.co/zgygadlv;Bearish
$ nssc - napco report preliminary q revenue slightly below estimate http : //t.co/wilhszpn;Bearish
$ nssc : napco security system see q rev below consensus http : //t.co/ullrqyqtlu;Bearish
$ nxpi - nxp 's preliminary q revenue miss estimate http : //t.co/fbcwhkky;Bearish
$ pcyg - park city group eps miss by $ . , miss on revenue http : //t.co/teeqcvo;Bearish
$ phat - phathom pharmaceutical eps of - $ . http : //t.co/evgymkdbzn;Bearish
$ pyx - pyxus international miss on revenue http : //t.co/ynoxpghe;Bearish
$ rcii : rent-a-center provides update - march revenue were off by about % versus last year http : //t.co/yhmzamlk;Bearish
$ seac - seachange eps miss by $ . , miss on revenue http : //t.co/juktquuy;Bearish
$ ssl - sasol warns of % profit drop , secures new debt agreement http : //t.co/qwvmhkhco;Bearish
$ wter - alkaline water miss on revenue http : //t.co/fkdcgbqdnn;Bearish
vianet group miss on revenue;Bearish
agco eps miss by $ . , miss on revenue;Bearish
aker solution swing to surprise q net loss , expects drop in revenue;Bearish
arcelormittal miss on revenue;Bearish
ashland eps miss by $ . , miss on revenue;Bearish
avantor miss on revenue;Bearish
bce eps miss by $ . , miss on revenue;Bearish
beyond air eps miss by $ . , miss on revenue;Bearish
biohitech global eps miss by $ . , miss on revenue;Bearish
bj 's wholesale cut same-store sale outlook to up . % -. % from up . % -. %;Bearish
bj 's wholesale narrow eps outlook to $ .- $ . from $ .- $ .;Bearish
brixmor ffo guidance come in on the light side;Bearish
canada goose see hit to profit , sale from coronavirus;Bearish
caterpillar reported lower sale across all three primary segment in the last quarter , adding to the industrial gl ... http : //t.co/xylodravsu;Bearish
cboe 's q result slide on lower market volatility;Bearish
civista bancshares eps miss by $ . , miss on revenue;Bearish
cnh industrial eps miss by $ . , miss on revenue;Bearish
costco quarterly revenue miss estimate on weak e-commerce growth;Bearish
dassault systemes profit outlook lag after virus warning;Bearish
dlh holding report weak margin for q;Bearish
earnings miss : neurocrine bioscience , inc. missed eps by % and analyst are revising their forecast;Bearish
earnings miss : village farm international , inc. missed eps and analyst are revising their forecast;Bearish
equinor miss on revenue;Bearish
"equinor swing to surprise loss ; impairment total $ .b";Bearish
estee lauder cut profit outlook again , citing coronavirus;Bearish
estee lauder q eps $ . vs. $ . a year go;Bearish
exponent report weak margin for q;Bearish
flex lng miss on revenue;Bearish
forescout technology eps miss by $ . , miss on revenue;Bearish
frequency therapeutic eps miss by $ . , miss on revenue;Bearish
diluted loss per share of $ . '';Bearish
gamestop plunge more than % after missing on eps and revenue expectation and reporting comp sale down . % vsвђ¦ http : //t.co/speknoutf;Bearish
gorman-rupp eps miss by $ . , miss on revenue;Bearish
grubhubвђ™s growth decelerates for the fifth straight quarter;Bearish
"hanesbrands q sale down % to $ . bln ; factset consensus $ . bln";Bearish
"henkel : withdraws view ; q sale were hit by virus # stock # marketscreener http : //t.co/ajgfer http : //t.co/drsvsuphd";Bearish
home depot q sale miss expectation;Bearish
home depot cut sale goal a online push not delivering a expected;Bearish
home depotвђ™s lower sale growth forecast highlight the lack of growth in u.s. corporate earnings;Bearish
ice profit drop % on weak growth in transaction and clearing unit;Bearish
imedia brand eps miss by $ . , miss on revenue;Bearish
kellogg q north america sale fell % , europe sale up % and latin america sale down %;Bearish
kellogg q reported sale $ . vs. $ . bln a year ago;Bearish
kohlвђ™s plunge most in almost three year on profit forecast;Bearish
kohl 's now see full-year adj . eps $ . to $ . vs. prior $ . to $ .;Bearish
"kohl 's q adj . eps cent ; factset consensus cent";Bearish
liquidity service eps miss by $ . , miss on revenue;Bearish
lovesac eps miss by $ . , miss on revenue;Bearish
lrad eps miss by $ . , miss on revenue;Bearish
macy 's lower fiscal sale and earnings guidance;Bearish
macy 's lower full-year sale guidance , now see same-store sale down . % to down %;Bearish
macy 's now see full-year sale down . % to down . % vs. prior about flat;Bearish
macy 's q eps cent vs. cent;Bearish
"macy 's q sale $ . bln vs. $ . bln ; factset consensus $ . bln";Bearish
madison square garden q revenue $ . mln vs. $ . mln;Bearish
maximus eps miss by $ . , miss on revenue;Bearish
monte paschi miss full-year income target , may cut cost more;Bearish
nissan 's china sale fell % in january a coronavirus epidemic weighs;Bearish
nokia 's surprise profit rise fails to salvage dividend;Bearish
norsk hydro report lower q earnings on weak aluminum price;Bearish
oaktree specialty lending nii miss by $ . , miss on total investment income;Bearish
oaktree strategic income nii miss by $ . , miss on total investment income;Bearish
orion energy system eps miss by $ . , miss on revenue;Bearish
pagseguro eps miss by r $ . , miss on revenue;Bearish
park city group eps miss by $ . , miss on revenue;Bearish
paschi miss full-year income target , may cut cost more;Bearish
perceptron eps miss by $ . , miss on revenue;Bearish
phathom pharmaceutical eps of - $ .;Bearish
philip morris q $ . , down . %;Bearish
pyxus international miss on revenue;Bearish
q result : india inc.вђ™s revenue contract in the worst show in quarter , say icraв;Bearish
royal caribbean cut earnings guidance , warns more cruise may be canceled amid coronavirus uncertainty;Bearish
ryb education eps miss by $ .;Bearish
sally beauty eps miss by $ . , miss on revenue;Bearish
sun pharma q result : profit fall % on higher cost , lower other income;Bearish
suzuki considers china supply option , third-quarter profit fall %;Bearish
tata steel q result : surprise loss a weak demand condition persist;Bearish
the brink 's eps miss by $ . , miss on revenue;Bearish
ubiquiti eps miss by $ . , miss on revenue;Bearish
van parent vf corp. say china store still open have seen 'significant ' decline in retail traffic;Bearish
yum brand miss same-store sale , profit estimate a pizza hut battle rival;Bearish
"yum brand q pizza hut same-store sale down % ; factset consensus down . %";Bearish
$ aemd - aethlon medical eps beat by $ . , beat on revenue http : //t.co/hliz;Bullish
$ ain - albany eps beat by $ . , beat on revenue http : //t.co/ewrzupi;Bullish
$ airb - airbnb had $ m profit in http : //t.co/leocigkbn;Bullish
$ amgdf - aston martin rev higher again http : //t.co/urozvkngb;Bullish
$ amkr - amkor technology eps beat by $ . , beat on revenue http : //t.co/amdjquo;Bullish
$ aspu - aspen eps beat by $ . , beat on revenue http : //t.co/ofwvhcwia;Bullish
$ blkb - blackbaud eps beat by $ . , beat on revenue http : //t.co/eideotn;Bullish
$ bpmx - biopharmx eps beat by $ . http : //t.co/aerxnutl;Bullish
$ bway - brainsway beat on revenue http : //t.co/zdtcisrnj;Bullish
$ dac - danaos eps beat by $ . , beat on revenue http : //t.co/yfkaracaet;Bullish
$ esea - euroseas eps beat by $ . , beat on revenue http : //t.co/dladrvzr;Bullish
$ exfo - exfo eps in-line , beat on revenue http : //t.co/hbthdjt;Bullish
$ fldm - fluidigm eps beat by $ . , beat on revenue http : //t.co/luctnsruo;Bullish
$ gbdc : golub capital beat by $ . http : //t.co/totzfcde;Bullish
$ gpre - green plain eps beat by $ . , beat on revenue http : //t.co/cjpxnsrug;Bullish
$ hsc - harsco q adjusted ebitda to be above expectation http : //t.co/owuungrf;Bullish
$ hsc : harsco see q adjusted ebitda at high end of guidance range of $ - mln http : //t.co/zpaynoumx;Bullish
