source_text;ethno
я не фанат хоккей , но порвать пиндос быть необходимо . < br/ > что наш и сделать . < br/ > на очередь < b > немец < /b > и латыш . < br/ > < a href=\http : //h.yandex.ru/event//\ '' target=\ '' _blank\ '' > < u > http : //h.yandex.ru/event// < /u > < /a > '';таджик
... ... один из советник украинский военный руководство пояснить журналист , что говорить о приход к консенсус с сепаратист , который видеть свой родина в россия , уже нет смысл . « они уже показать свой истинный лицо , и для мы , < b > украинец < /b > , вопрос лишь в тот , как удалить они с наш территория , не позволять они забрать часть она с себя . мы не мочь жить вместе с они после этот война , они быть либо убить , либо вытеснить . »;таджик
пресс-релиз банк : инвестторгбанк выступить генеральный спонсор всемирный форум < b > киргизский < /b > < b > диаспора < /b >;таджик
алексей , дааа нагинали чукча казак год , конечно . именно поэтому казак то и присоединить чукотка в состав империя , и уже чукча нагинаться , только не , а год ) татарин нагинаться ещё с время иван грозный , < b > казах < /b > и калмык вообще в юрта жить бы до сей пора , если бы не империя ) а чурка уже почти год бороться за свой независимость и пока нагибаться сам );таджик
@ @ rianru забыть спросить < b > удмурт < /b > , башкир и ещё . россия - не только москва;таджик
свастика не запретить , посколькуа мы % бедный и % гомосековы , % сумаидти , % лояльный , % < b > чукча < /b > , % манси .. россия больший !;казах
а < b > латыш < /b > - красавец лёгкий жизнь я просить у бог , < br/ > лёгкий смерть надо бы просить .;казах
elenor писать ( а ) : вы упустить один момент . < br/ > в россия государство не возбранять разговаривать , писать и учиться на родный язык . у < b > нанаец < /b > - на нанайский , у якут на якутский . в ха белорус в свой общество разговаривать на белорусский . в некоторый деревня звучать украинский . < br/ > < br/ > < br/ > ну так и пользоваться этот дар . что же вы всё время заглядывать в чужое окно , да ещё и с свой совет . < br/ > а , вы вот на это обратить внимание , этот очень правильно акцентировать внимание на механизмы.viewtopic.php ? f= & t= & view=unread # p < br/ > общество не согласно , а кто то говорить , надо и не важно , каки быть далёкий быть предпринять шаг в легализация . < br/ > на украина , они , что сразу вот так и родиться с свастика на лоб и коктейль молотов в рука ? < br/ > < br/ > с уважение василий .;башкир
владимир путин встретиться с представитель крымско- < b > татарский < /b > < b > община < /b > < a href=\http : //bit.ly/owqvrf\ '' target=\ '' _blank\ '' > < u > http : //bit.ly/owqvrf < /u > < /a > '';башкир
ответ наш невеста : < br/ > ) привет , год , чувашка , из чебоксары < br/ > -год ... русский ... волгоградский область ... г.урюпинск ... < br/ > ) я , < b > азербайджанка < /b > ) жить в самара ) < br/ > . москва , лезгинка , . < br/ > показать полностью .. < br/ > ) летчеченкас грозный < br/ > ) я ) армянка ) с москва < br/ > .ассалам алейкума , аиша я , ) ) курдянка ) адыгея - майкоп ) < br/ > ) молчать < br/ > . привет ) я год , лачок волгоград-махачкала;башкир
rt @ swerchok : нельзя допустить , чтобы крымско- < b > татарский < /b > < b > народ < /b > стать разменный монета в межгосударственный спор , заявить путин;казах
пусть черкес и не удаться остановить сочинский олимпиада , который большой весь вводить < b > американец < /b > в заблуждение;казах
я хуя ... ващий русский гнать на < b > украинец < /b > защищать путин и < b > < font color=\ # a\ '' > любить < /font > < /b > таджик ) ) ) ) ) браво путин тв ) ) ) ) ) ) ) я ополадировать стоя .. этот зомбоящик ) ) ) ) ) ) ) ) ) ) ) ) ) ) '';казах
современный тюркский национальный автономия < br/ > кнр < br/ > flag of the people 's republic of china.svg синьцзян-уйгурский автономный район — около % ] население ( уйгур , < b > казах < /b > , киргиз ) < br/ > россия < br/ > республика тыва республика тыва ( тува ) — % [ ] население чувашия республика чувашия — % [ ] население ( чуваш и татарин ) < br/ > башкортостан республика башкортостан — % [ ] население ( башкир , татарин , чуваш ) < br/ > татарстан республика татарстан — % [ ] население ( татарин , чуваш ) < br/ > якутия республика саха ( якутия ) — % [ ] население < br/ > карачаево-черкесия карачаево-черкесский республика — , % [ ] население ( карачаевец и ногаец ) < br/ > республика алтай республика алтай — % [ ] население < br/ > и вообще турок иметь особый история ) ) );казах
вот тварь ! ! ! ! у мы и так слишком много травма ! ! ! вот подлый < b > латыш < /b > ! ! ! # хоккей # россиялатвие;казах
а теперь вопрос на засыпкуучтый за шествие быть сегодня в че на мотик ? что за крутой < b > чувашка < /b > я махалии улыбаться ? а я фоткать из и как дура улыбаться и бибикалаонить такиий классный , ващееей красавец кстати такиий @ уральский пельмень < a href=\http : //instagram.com/p/ogzehngm/\ '' target=\ '' _blank\ '' > < u > http : //instagram.com/p/ogzehngm/ < /u > < /a > '';казах
лидер < b > латышский < /b > < b > националист < /b > дзинтарс ( входить в правящий коалиция ) уверенный , что кончита вурстый – это коварный проект путин , придумать специально , чтобы опозорить европа и она ценность . российский пропаганда пытаться убедить собственный гражданин и соседний страна , прежде весь украина , что евросоюз – это сплошной вырождение , разврат и педик . вот москва и двинуть тайно на « евровидение » бородатый женщина , а наивный европеец повестись на кремлёвский провокация и подкинуть путин идеальный аргумент в польза он правота .;кавказец
нибо : в сочи в рамка культурный олимпиада представить первый историко-культурный проект адыг : выставка « традиционный культура < b > адыг < /b > ...;кавказец
антон , про какой киселёв - дмитрий или евгений ? cказать я - а что именно бредовый в речь киселёв ? конкретно . никто из твой сородич - я это сказать не мочь . но всё однозначно кричать , что киселёв врать ) ) то что ты - активист-майданец слушать не хотеть - это эмоциональный неприятие . в москва < b > нерусский < /b > много . но славянин в десятка раз большой . постоянно резать это два-три случай в год , из который украинский сми раздувать прям апокалиптический событие . приезжать кавказский криминальный толпа не намного большой , чем славянский криминальный толпа . по часть экономика . экономика быть в жопа - если вы не быть хоть как-то работать и соблюдать условие договор . вы сейчас ваш патриотический лидер - на кредитный подачка подсаживать . на кредитный зависимость .;кавказец
елена , вот пусть твой львовянин и отделяться раз не признавать итог великий отечественной.ич не по путь с фашист искренне веровать в исключительностьсвоя нации.ь пусть попробовать пожить за счёт польша как это они сейчас делать за счёт донбасса.украинский солдат идти в один строй с многий народ и бить фашист на весь направление и лишь в львов героизировать пособник который убивать и < b > поляк < /b > и белорус иукраинец ради \великий германии\ '' и лишь в львов можно услышать тезис украина для украинцев.россия стать родный дом для более чем народ и каждый из они иметь право на свой язык и на развитие свой культуры.м идти домой , туда где мы жить сотня лет.длить многовековый история сосуществование наш край в рамка государство российский , этот плешивый год оккупация -пыль.живить как хотеть но не навязывать мы свой культура основать на один писатель и два хероях.длить мы это издевательство над культура как таковой . '';кавказец
< b > ненец < /b > хоронить свой мёртвый в сани , не закапывать и не сжигать . < a href=\http : //raoyufo.com/ ? p=\ '' target=\ '' _blank\ '' > < u > http : //raoyufo.com/ ? p= < /u > < /a > # новость # news '';кавказец
twin , понимать разница между завоевать и добровольно войти в состав ? долго объяснять , мочь сам кратко прочесть история вхождение < b > калмыков < /b > в состав россия . про федерация . зачем гадать на кофейный гуща о тот , что никто из мы не увидеть : - );хач
есть : меря , мокша , эрзя и вепс ( мордва ) , марь , мари-эл , чухна , мещера , остяк , уйгур , муром , весь , тыва , чудь , ведь , пермь , ямь , сосол , комь , чуваш , якут , алеут , чукча , коряк , удмурт , ительмен , нанаец , карел , калмык , нганасан , хант , манси , эвенк , ненец , бурят , юкагир ( одул - иркина азуа ) , татарин , чуваш , ингуш , < b > адыг < /b > ( черкес ) , чечен , эвенк , тыва , самоед , тунгус , лопарь , хакас , ойрот , цин , даур , солёный , ( а кирик остаться весь человек , - остальной записаться « русский » ) торгоут ( потомок кереит ) ... весь около неславянский народ . < br/ > \русские\ '' - это они общий название . < br/ > и нет в россия \ '' русский федеративный республики\ '' . < br/ > нет в россия административный единица , где жить так называть \ '' русские\ '' . татарстан есть , дагестан есть , < br/ > а \ '' русскиестан\ '' - нету ... '';чурка
что-то вы всё запутать и не расплести ) ) < br/ > первоначально вы писать , что они нужный кровь , чеченец , грузин , узбек и приговор скорее весь уже готовый . < br/ > я просто одёрнуть вы сказать , что русский у мы судить гораздо строгий чем < b > нацмен < /b > и ая - для они . < br/ > в ый раз напомнить вы , что геноцид славянский население на с. кавказ начаться ещё задолго до всякий война и даже распад ссср . взять чечня , куда там подеваться всё не чечен ? они утонуть ? < br/ > между тем , практически неизвестный случай выселение с. к. народ из россия насильственный путём . мы же общечеловек !;азербайджанец
май - день память и скорбь черкесский народ по жертва кавказский война . < br/ > май год - военный парад в урочище кбаада ( красный поляна ) окончиться кровопролитный кавказский война . в результат который , по разный оценка , на родина остаться около % < b > черкесов < /b > ( адыг ) ( от тыс . до тыс ) . больший часть мой народ быть уничтожить , остаться быть депортировать в турция ... государственный машина российский империя практически уничтожить мой народ . мы помнить этот дата не из-за тот , что враждебно относиться к русский народ или россия . мы чтить память предок и хотеть чтобы наш потомок чтить они память . тхь къиухъумэ адыгэ лъэпкъыр .;азербайджанец
хрен там % . < br/ > я ничего не нужно читать , у я весь родня в симферополе-реальный кулачьё , ну или западенец ( не любить говорить бандеровец ) . < br/ > всё за россия голосовать ( сам прифигел ) , если уж этот в россия захотеть ..... < br/ > тётка звонить у они день-праздник быть , прямо на улица перед подъезд стихийно стол накрыть , поздравлять друг-друг , с весь сосед перезнакомились.теперить всё такой дружные-говорить . < br/ > я мрачно посоветовать , по повод российский деньга , не обольщаться-\нахлебник дотационным\ '' . < br/ > смеется-сам заработать , только поддержать .... и бардак нет . < br/ > в очередь тоже стоять , за паспортами.ть не испытывать щенячий восторг от присоединение , но человек так решили.пусть всё быть хорошо . < br/ > отредактировать ришка .. : '';азербайджанец
антимайдан май в : < br/ > < br/ > маразм крепчать . < br/ > < br/ > лидер < b > латышский < /b > < b > националист < /b > дзинтарс ( входить в правящий коалиция ) уверенный , что кончита вурстый – это коварный проект путин , придумать специально , чтобы опозорить европа и она ценность . российский пропаганда пытаться убедить собственный гражданин и соседний страна , прежде весь украина , что евросоюз – это сплошной вырождение , разврат и педик . вот москва и двинуть тайно на « евровидение » бородатый женщина , а наивный европеец повестись на кремлёвский провокация и подкинуть путин идеальный аргумент в польза он правоты.original : < a href=\http : //www.thecommentator.com/system/articles/inner_p\ '' target=\ '' _blank\ '' > < u > http : //www.thecommentator.com/system/articles/inner_p < /u > < /a > .. '';азербайджанец
торговля кафир . русский кафир заключить с угнетать < b > уйгур < /b > -мусульманин китаец договор о торговля газ срок на год .;хач
илья , это уже < b > евразиец < /b > и жертва толерастие какой-то , лола . ) < br/ > < br/ > в россия нс крайне ненавидеть весь аврамизм;хач
предложение для брокер ! < br/ > снова открыться проверить канал который кредитовать < b > кавказец < /b > , бурят , удмурт и тп наличие чистый ки обязательно ! < br/ > док паспорт инна , банк отп и ренисанс и клиент приходить в офис заполнять анкета ( без прозвон ) выдача нала через мина . канал скоро закрыть;еврей
< a href=\http : //zagopod.com/blog// % c % abvernost-rossii- % e % % -ne-tolko-svyaschennyiy-dolg-evraziyskih-narodo ? utm_campaign=transit & utm_source=footer & utm_medium=page_ & padw=\ '' target=\ '' _blank\ '' > < u > http : //zagopod.com/blog// % c % abvernost-rossii- % e % % -ne-tolko-svyaschennyiy-dolg-evraziyskih-narodo ? utm_campaign=transit & utm_source=footer & utm_medium=page_ & padw= < /u > < /a > \n\n « верность россия – не только священный долг < b > евразийский < /b > < b > народ < /b > , но и банальный условие они выживания… » \n \n\n\nвазген авагян , экономист , экономический советник : \nич знать , как украинец , но любой нормальн… '';казах
факт российский история < br/ > < br/ > держава с название московия царь пётр i переименовать в россия в век , в год . племя мокша назвать свой речка москва , а перевод это название , с язык мокша , звучать как « грязный вода » . любой другой язык мир не мочь перевести слово москва . слово « кремль » — татарский и обозначать укрепление на возвышенность . < br/ > < br/ > в средний век всё картограф европа писать и проводить граница европа вдоль граница русь ( русь — это территория нынешний украина ) . московия — улус , с свой < b > финский < /b > < b > народ < /b > , всегда быть составлять орда , и она европа справедливо относить к азия .;казах
если б не путин , мы бы до конец не осознать тот боль крымско- < b > татарский < /b > < b > народ < /b > , через который прийтись пройти они отец , мате…;казах
< b > калмык < /b > всё век верно служить россия , только они предать репрессия в сибирь и на север .;казах
степан , герой слава ! россия нужный рабочий рука . чемодан , вокзал и к мы на работа , как и миллион ( ! ) твой вольный , гордый соплеменник . наш квартира убирать < b > украинка < /b > из-под львов . < b > < font color=\ # a\ '' > хороший < /font > < /b > тётка , очень радоваться , когда мы помимо деньга ещё вещь какой-нибудь давать . а кстати , многие русский без всякий злоба к западенец относиться , скорее , с насмешка . поорать на майдан речёвка против москаль , а потом поехать москаль дача строить . '';казах
я вот никак не понять . россия никогда не попрошайничать и не вставать на колено перед бусурман . почему же путин стать попрошайка и продаться китаезам . < br/ > мочь кто подсказать , путин продать китаец весь сибирь или только дальний восток ? < br/ > и ещё я не мочь никак понять . зачем нужно быть захватывать крым а потом отдавать на разграбление < b > чеченец < /b > ? да ещё туда миллиард бабка впаривать ! < br/ > < a href=\http : //glavcom.ua/news/.html\ '' target=\ '' _blank\ '' > < u > http : //glavcom.ua/news/.html < /u > < /a > '';черкес
< b > украинец < /b > расстрелять ? а ... ну норма тогда ! я нравиться < br/ > долой они на хер с россия вообще ! < br/ > россия для русский ! салоед в украина !;черкес
путин и премьер турция эрдоган обсудить вопрос крымско- < b > татарский < /b > < b > община < /b >;чеченец
< b > нацмен < /b > < b > < font color=\ # e\ '' > наглеть < /font > < /b > . в краснодар разгромить магазин в новый жилой комплекс и всё сходить с рука ... < a href=\ '' http : //vk.com/typical_krd ? w=wall-_\ '' target=\ '' _blank\ '' > < u > http : //vk.com/typical_krd ? w=wall-_ < /u > < /a > '';чурка
я поражать пессимизм некоторый < b > крымчанин < /b > ! вы хотеть , чтобы всё сразу ! подождать немного , приехать к вы отдыхать ! крым отреставрировать не плохой сочи , поехать интурист за ваш лечебный воздух ! артек быть как в союз-и захотеть , не попасть ! всё у вы быть прекрасно , надо подождать ! сестра с семья всегда ездить в турция , в это год ехать в крым , мой семья по обстоятельство : лето не смочь , приехать осень и многие так .... ребёнок ещё не закончить учиться ! мы вы любим и хотеть , чтобы у вы всё быть хорошо !;казах
роман , я не считать рф - русский государство ( как собственно это не считать и правительство это антирусский государство ) , и не разделять желание присоединиться к он , в отличие от восторженный часть житель украина . для тот кто это желать - на украина достаточно максимальный автономия ( не как быть в крым , а как в ирландия -х , с свой вооружённый формирование ) , это дать бы всё желаемый местный население , без путинский тиранство и < b > < font color=\ # e\ '' > беспредел < /font > < /b > и заселение < b > нерусь < /b > . поэтому я не поддерживать желание украинизатор , если есть такой , ни стремление в рф ( крым не брать , это отдельный история ) . одесса и будущий массовый жертва - результат не украинский \ '' фашизма\ '' , а гражданский война , который начинать вовсе не украинствовать , а тот , кто хотеть в рф . при это они можно понятть - т.к . они считать рф настоящий русский государство , а путин - народный защитник . готовый доказать любой из этот тезис в личный общение . '';казах
rt @ a_sidyakin : можно только приветствовать стремление < b > абхазский < /b > < b > народ < /b > к сближение с россия , но захват административный здание это ненуж…;казах
нада-нада < b > чухонец < /b > , эбонитовый палочка по губа повозить dura lex , sed lex;казах
а ввод советский войско в прага в год вы тоже как проявление фашизм расценивать ? а кампания в чечня ? ну хотя , я понимать чех и \чехи\ '' - это же не наш ... они можно и танк давить и из миномёт расстреливать ! а тут мирный человек решить уничтожить - плюс они тип какой-то \ '' братья\ '' . хотя какой мы < b > хохол < /b > брат ( ( ( < br/ > < br/ > фашизм - это не только когда из миномёт расстреливать < br/ > < br/ > < br/ > < br/ > а это год : < br/ > < br/ > < br/ > < br/ > а здесь - геть московский оккупант , .. , милый человек , только гостиница поджигать < br/ > < br/ > http : //www.youtube.com/watch ? v=qsvvkaywo & feature=youtu.be '';чудь
# тв # тв в : по телек идти последний из магикян : и чистокровный < b > армянин < /b > < a href=\http : //dlvr.it/pkpxz\ '' target=\ '' _blank\ '' > < u > http : //dlvr.it/pkpxz < /u > < /a > # программа # кино '';карачаевец
я два раз отдыхать в абхазия , но на удивление практически не встречать < b > абхаз < /b > , оба раз жить в частный сектор у армянский семья . у я вообще остаться впечатление , что там только армянин и проживать ( ум понимать , что это не так , но собственный ощущение именно такой );карачаевец
лицемерно это всё . внутренний < b > нацмен < /b > давить . вот уже везде крест понатыкать и с помощь провокация узаконить . а тут видеть ли в чужой страна федеративность защищать . тьфу . гниль . нормально бы русский прожить на донбасс и луганщина и без военный вмешательство . как нормально жить в многий другой страна .;карачаевец
сегодня мы стать млн ! < br/ > положить начало формирование новый объединение на карта мир - президент россия , белоруссия и казахстан в астана запускать процесс подписание договор о создание евразийский экономический союз , который в год быть трансформировать в евразийский союз . < br/ > уже сегодня свой заявка на вступление подать армения и киргизия , а о свой желание вступить в таможенный союз объявить такой страна , как таджикистан , сирия , абхазия , южный осетия , непризнанный приднестровский молдавский республика , турция , вьетнам и индия . < br/ > формировать новый центр сила . < br/ > мы - < b > евразиец < /b > ! ! ! < br/ > < b > < font color=\ # a\ '' > ура < /font > < /b > ! '';аварец
май , за день до исторический визит путин , < b > туркмен < /b > бердымухамед подписать контракт на млрд куб . путин- < a href=\http : //t.co/nfklduprjr\ '' target=\ '' _blank\ '' > < u > http : //t.co/nfklduprjr < /u > < /a > '';аварец
махач , аланский наследие по весь россия , и ты хотеть сказать , что если один город находиться в дагестан , всё даги алан ? а ты не мочь подумать , что когда то на кавказ , быть аланский союз племя ... но это не значить , что всё кто в он входить быть алан ... какой то очередной- арабский искатель приключение , на свой пятый точка писать , не хотеть он по весь интернет искать ... но он нацарапать , специально для такой как ты , примерно так \самый знатный из алан бассияне\ '' бий ( князь ) ас ан ... и да да сначала определиться даргинец , лезгин , < b > аварец < /b > , лакец кто из вы лек ? истинный алан быть кулак , сильный единый тюркский начало , а ты хотеть сказать что они быть палец , народ из несколько народ непонимающий друг-друга.я знать даргинец , и не один из мой знакомый , понятие не иметь кто такой алан ... когда рашка напасть на чехия , чех сам быть удивить , когда видеть как наш воюют.ь когда рамштаинщик напасть на рашка , какой народ быть самый героический ? и где тогда быть даги ? ) ) не в обида ... мочь себя считать кто угодно.ич так давно , я ты показать всемирный классификация народ , и ты видеть что там быть насчёт карачаевец . '';азербайджанец
не знать . сам ответить на этот вопрос . мочь у мы < b > калмык < /b > мочь купить билет на свой язык , а я просто не знать . < br/ > < br/ > в россия жить много национальность , но они маленький . официальный язык общение один , русский . на украина другой ситуация : % население разговаривать на русский , более тот - около треть и есть русский . в такой случай официальный сайт на украинский это издевательство . < br/ > < br/ > ну что я с тролль и патологический лжец разговаривать , право слово ...;азербайджанец
цитата ( de_kadance @ .. , : ) уж в -й точно на пациент не разоряться , и кормить помои , и уход никакой . < br/ > < br/ > с больница на каширка я столкнуться тогда , когда ничто < br/ > помочь быть нельзя . < br/ > а именно с они ритуальный компания . < br/ > я когда вспоминать этот два тётка , хотеться помыть рука . < br/ > мочь в это бизнес всё отвратительный человек , < br/ > но у я сложиться впечатление , что я разговаривать с < b > цыганка < /b > < br/ > на вокзал , с мошенница на доверие , что-то вроде . < br/ > ( и всё вроде как по знакомство . нафиг такой знакомство ) < br/ > просто бросать в дрожь , когда вспоминать и слышать название этот -ой < br/ > больница .;азербайджанец
круто .... год \около-московский княжества\ '' быть * * ли татарин , год в россия происходить межнациональный сношение , создаваться семья с татарин , башкир < b > удмурт < /b > и т.д. , но именно энтони ( с чисто-русский имя кстати ) считать себя потомок ярослав , а не украинец , где большой сохраниться самобытный этнос с элемент русский нация и еео культура ) ) ) < br/ > ну ппц просто . мальчик просто дурак . а скорее фрик . кончать с они базарить . он хотеть самоутвердиться . у он не получаться в жизнь по понятный причина . '';азербайджанец
rt @ anti_maydan : владислав сурков : россия в полный мера обеспечить оказание финансовый и военный поддержка < b > абхазский < /b > < b > народ < /b > < a href=\https : //t.co/pk\ '' target=\ '' _blank\ '' > < u > https : //t.co/pk < /u > < /a > … '';азербайджанец
rt @ rostovskaya_ya : владислав сурков : россия в полный мера обеспечить оказание финансовый и военный поддержка < b > абхазский < /b > < b > народ < /b > # news;азербайджанец
iprit ! всё это именно в абхазия и быть большой год назад . только убивать грузин < b > абхаз < /b > и < b > абхаз < /b > - грузин . и русский с чеченец тоже посильно помогапи . а самостоятельный экономика не строить - если россия кормить - то незачем . на халява хороший .;казах
rt @ iuukr : лавров : россия рассматривать происходить в абхазия как внутренний дело < b > абхазский < /b > < b > народ < /b > < a href=\http : //itar-tass.com/politika/\ '' target=\ '' _blank\ '' > < u > http : //itar-tass.com/politika/ < /u > < /a > … '';кавказец
rt @ lolypop : rt @ persident_urk : путин подписать указ о реабилитация крымско- < b > татарский < /b > < b > народ < /b > . первый реабилитировать мустафа джемилев;казах
россия иметь право остановить фашизм , где от это страдать русский . < br/ > =================================================== < br/ > а в сам россия не быть страдать < b > карел < /b > , татарин , тувинец , коряк , мордва , хант и манси , якут ? от построение \русский мира\ '' ? '';нерусский
гумилёв придумать , что монгольский иго не быть , а золотой орда это симбиоз русский и монгол . < br/ > ага , монгол дань собирать , а русский она платить . такой вот симбиоз . < br/ > сейчас симбиоз с чечня но это ерундовыый симбиоз , дань не очень больший . < br/ > а вот симбиоз с китай крутой быть . < br/ > тут дань , даже и большой не отделаться . < br/ > симбиоз настоящий быть , как в синьцзян_уйгурский ао , там китаец почти не быть , а сейчас уже более % . < br/ > заселить китаец сибирь и быть настоящий симбиоз . < br/ > а детишки симпатичный < b > метис < /b > получаться , такой узкоглазенький и румяный .;нерусский
сообщение от влад-очкарик ну ты-то хоть опомниться ! ! ! < br/ > какой нах старичелло ? ? ? ? ? < br/ > я сегодня один < b > среднеазиатка < /b > глазок строить в \ашане\ '' ! ! ! игриво покачивать смуглый бедро ... и сиська , конечно , тоже . < br/ > а я ... носка зато итальянский прикупить по . ! ! ! ) ) ) ) ) ) ) ) ) ) ) младший полусредний ! ! ! на чурка уже клевать ? '';казах
\\ '' либерал расейский тогда из кожа вон лезть , защищать чеченский \ '' повстанцев\ '' < br/ > < br/ > я такой не помнить , чтобы происходить , а помнить , что ругать правительство и командование федеральный войско за то , что начать и вели война , что гибнуть человек , мальчишка-призывник и мирный житель - это сейчас привычно , а тогда быть дикость < br/ > < br/ > по повод сепаратизм и философия - школьный курс история приучать симпатизировать тем , кто бороться за независимость , нежели собиратель земля , подавитель мятеж вот вы за кто быть , за пугачёв или за царский войско ? - тот ещё быть террорист и сепаратист , а ведь описать как герой < br/ > < br/ > ( кстати , < b > башкир < /b > в этот история , салават юлай и т.д . - чистый вода сепаратист и бороться не против крепостной право или обобщённый царизм , а за отделение от россия ) '';казах
born , да , я считать осетинский , чеченский , эстонский , татарский , < b > чувашский < /b > < b > народ < /b > носитель менее ценный культура чем русский , в это смысл можно сказать , что этот народ менее великий .;казах
анастасия , нет у они ненависть к русский , у они ненависть к слабый ! если ты сильный , то хоть ты папуас , ты они быть уважать ... русский , особенно в нацреспубликах- часто слабый и дезорганизованный , мой хата с край они девиз , событие в ташкент , и киргизия , душанбе , в грозном- показать , что русский там быть оч . слабый и безропотный . над они глумиться даже менее смелый чем < b > кавказец < /b > - узбек и киргиз с таджик ... это народам- нельзя показывать слабость . в они окружение нужный сильный самоорганизация ... < b > кавказец < /b > и среднеазиатов- сталин стравливать между себя , искуственный разделить они земля , совмещать они в республика когда два народ , который ненавидеть друг-друга- оказываться в один республика ( карачаево-черкесия , кабардино-балкария , дагестан , чечено-ингушетия , узбекистан с каракалпакский ао и граница с киргизия по водный ресурс фегана ) , и русский оказаться \междать эбанных\ '' и утратить самоорганизация и поверить в \ '' дружба народов\ '' ... '';казах
