source_text;ethno
rt newskazru назарбаев призвать < b > казахстанец < b > всегда помнить день победа < a hrefhttpnewskazrusociety201405 target_blank > < u > httpnewskazrusociety201405 < u > < a > via newskazru < a hrefhttptcomayt0f9nro target_blank > < u > httptcomayt0f9nro < u > < a >;азиат
а где ты муак видеть в россия узкоглазый это вы воевать за чечня за < b > черножопый < b > это вы продать свой первородство так что сидеть выебок чингисхан и мечтать о европа где вы с ваш рожа на хй не нужный;азиат
уничтожить хохляцкий гидра юговосток присоединиться к россия и украина стать румыния венгрия и польша на это история эвропейский < b > салоед < b > закончитсяoriginal < a hrefhttpkolizejatua_pu255433303gif target_blank > < u > httpkolizejatua_pu255433303gif < u > < a > ссылка первый по срочный новость life | news;азиат
rogozin ага и ещё вспомнить на чей сторона воевать < b > мамалыжник < b > в вов;чурка
фотография с < b > осетинский < b > < b > ребята < b > из донецк продолжать поступать человек они фоткаюта выражать восхищение ну и чуткий удивляться < br > < br > осетия украина россия osetia osetin kavkaz ukraine добровольцыhttpinstagramcompn08akwkxpu;чурка
когда у мы начаться череда непонятный юбилей начинать с 1000 летие единение < b > мордовский < b > < b > народ < b > с народ россия я подумать как наш государственный муж выбирать дата для этот юбилей < a hrefhttpdchistovskijlivejournalcom3569html target_blank > < u > httpdchistovskijlivejournalcom3569html < u > < a >;казах
мент так подзарабатывать видеть нерусский особенно азиат и ловить он что бы взятка получить это ещё повезти если есть регистрация московский а так обычно нет на каждый шаг проверять даже если паспорт есть в участок отвозить спрашивать откуда купить хач они обычно бояться а таджик якут бурят < b > калмыков < b > кореец это для они лакомый добыча;казах
высказывание рогозин про тот 160 привести к дипломатический скандал < a hrefhttpnewsramblerru2499801263690 target_blank > < u > httpnewsramblerru2499801263690 < u > < a > < b > мамалыжник < b > рвать пукан один ракета хватить;казах
newbee писалаasur писалат сам то русский < br > а кто это русский говорящий по русски жить в россия считать себя таковой русский или иметь запись в документ русский кто такой русский иной < b > нерусский < b > вести себя так что некоторый русский стыдно должный быть < br > так и есть;хач
ужасный отделение доставить туда по подозрение продержать 4 час присесть некуда стоя ждать неизвестно кто и чегоиза сотрудник никто не представиться отказаться предъявлять документ хотеть переписать себя в блокнот < b > < font colore42217 > отвратительный < font > < b > опера < b > калмык < b > или бурят не знать узкоглазый короче наглый хамть через слово отборный мат оскорблять обзывать написать какой то бумага заставить подписать не читать на мой возражение тип хотеть на 3 день здесь остаться классный у ты телефон и тди это полиция который мы бережётстыдно очень стыдно;хач
да есть такой момент до шпр я волноваться как быть человек реагировать на мой ребёнок после шпр стать ясно что хватить и другой проблема мой оказаться с таджикский кровь а ещё один семья взять < b > киргизский < b > < b > девочка < b > < br > теперь вот уже 4 й месяц везде объясняться почему это у вы такой ребёнок непохожий выбрать такой ответ я муж давно простить и растить мой сын как родный и тут же спрашивать перестать < br > а в италия мы сейчас у море отдыхать там вообще не видеть монголоидный черта у малыш они он принимать за местный ребёнок;таджик
ну ненец жить в россия поэтому они называть россиянуть как и татарин в украина украинец и венгр с < b > поляк < b > но эт не значит что всё украинец венгр и < b > поляк < b > в киев много русский украинец к пример и вы сам они определить в стан враг эт как наш корова определить мы с вы в ватник или как последователь кастанеда определить и я и вы и корова как падальщик в свой метрический система;таджик
в россия у республика право на свой язык прописать на гос уровень свой региональный закон свой бюджет у регион тот соблюсти условие чтобы мариец чуваш татарин < b > чеченец < b > и тд не чувствовать себя угнести второй сорт < br > < br > < br > вечный верность мы хотеть не от пенелопа а от кармена – только верный дон жуан в цена & lt & gt это жестокий вещь любить за бег – и требовать покой мцветаев < br > < br > если пятый муж бить ты по морда то дело не в муж а в мордес;таджик
я не фанат хоккей но порвать пиндос быть необходимо < br > что наш и сделать < br > на очередь < b > немец < b > и латыш < br > < a hrefhttph14yandexruevent410292 target_blank > < u > httph14yandexruevent410292 < u > < a >;таджик
один из советник украинский военный руководство пояснить журналист что говорить о приход к консенсус с сепаратист который видеть свой родина в россия уже нет смысл они уже показать свой истинный лицо и для мы < b > украинец < b > вопрос лишь в тот как удалить они с наш территория не позволять они забрать часть она с себя мы не мочь жить вместе с они после этот война они быть либо убить либо вытеснить;таджик
пресс релиз банк инвестторгбанк выступить генеральный спонсор всемирный форум < b > киргизский < b > < b > диаспора < b >;таджик
алексей дааа нагинали чукча казак 40 год конечно именно поэтому казак то и присоединить чукотка в состав империя и уже чукча нагинаться только не 40 а 300 год татарин нагинаться ещё с время иван грозный < b > казах < b > и калмык вообще в юрта жить бы до сей пора если бы не империя а чурка уже почти 200 год бороться за свой независимость и пока нагибаться сам;таджик
rianru забыть спросить < b > удмурт < b > башкир и ещё россия не только москва;таджик
свастика не запретить посколькуа мы 70 % бедный и 6 % гомосековы 5 % сумаидти 3 % лояльный 2 % < b > чукча < b > 1 % мансироссия больший;казах
а < b > латыш < b > красавец лёгкий жизнь я просить у бог < br > лёгкий смерть надо бы просить;казах
elenor писалава упустить один момент < br > в россия государство не возбранять разговаривать писать и учиться на родный язык у < b > нанаец < b > на нанайский у якут на якутский в ха белорус в свой общество разговаривать на белорусский в некоторый деревня звучать украинский < br > < br > < br > ну так и пользоваться этот дар что же вы всё время заглядывать в чужое окно да ещё и с свой совет < br > а вы вот на это обратить внимание этот очень правильно акцентировать внимание на механизмыviewtopicphpf24 & t81067 & viewunread p1770985 < br > общество не согласно а кто то говорить надо и не важно каки быть далёкий быть предпринять шаг в легализация < br > на украина оничто сразу вот так и родиться с свастика на лоб и коктейль молотов в рука < br > < br > с уважение василий;башкир
владимир путин встретиться с представитель крымско < b > татарский < b > < b > община < b > < a hrefhttpbitly1owqvrf target_blank > < u > httpbitly1owqvrf < u > < a >;башкир
ответ наш невеста < br > 3привет16 летчувашка из чебоксары < br > 1 20летрусскаяволгоградский областьгурюпинск < br > 5мн 14 < b > азербайджанка < b > жить в самара < br > 6 москвалезгинка18 < br > показать полностью < br > 819 летчеченкас грозный < br > 7 мне17 армянка с москва < br > 2ассалам алейкума аиша я 17курдянка адыгея майкоп < br > 4молчать < br > 9 привет я 16летлачок волгоград махачкала;башкир
rt swerchok6 нельзя допустить чтобы крымско < b > татарский < b > < b > народ < b > стать разменный монета в межгосударственный спор заявить путин;казах
пусть черкес и не удаться остановить сочинский олимпиада который большой весь вводить < b > американец < b > в заблуждение;казах
я хуеюващий русский гнать на < b > украинец < b > защищать путин и < b > < font color41a317 > любить < font > < b > таджик браво путин тв я ополадировать стояэтом зомбоящик;казах
современный тюркский национальный автономия < br > кнр < br > flag of the people 's republic of chinasvg синьцзян уйгурский автономный район около 64 % ] населенияуйгур < b > казах < b > киргиз < br > россия < br > республика тыва республика тыва тува 77 % [ 32 ] население чувашия республика чувашия 70 % [ 32 ] население чуваш и татарин < br > башкортостан республика башкортостан 57 % [ 32 ] население башкирытатарычуваш < br > татарстан республика татарстан 56 % [ 32 ] население татарычуваш < br > якутия республика саха якутия 47 % [ 32 ] население < br > карачаево черкесия карачаево черкесский республика 443 % [ 32 ] население карачаевец и ногаец < br > республика алтай республика алтай 40 % [ 32 ] население < br > и вообще турок иметь особый история;казах
вот тварь у мы и так слишком много травма вот подлый < b > латыш < b > хоккей россиялатвие;казах
а теперь вопрос на засыпкуучтый за шествие быть сегодня в че на мотикахчтый за крутой < b > чувашка < b > я махалии улыбались я фоткать из и как дура улыбаться и бибикалаонить такиий классныеващееей красавец кстати такиий уральский пельмень < a hrefhttpinstagramcompogzeh3ngm2 target_blank > < u > httpinstagramcompogzeh3ngm2 < u > < a >;казах
лидер < b > латышский < b > < b > националист < b > дзинтарс входить в правящий коалиция уверенный что кончита вурстый – это коварный проект путин придумать специально чтобы опозорить европа и она ценность российский пропаганда пытаться убедить собственный гражданин и соседний страна прежде весь украина что евросоюз – это сплошной вырождение разврат и педик вот москва и двинуть тайно на евровидение бородатый женщина а наивный европеец повестись на кремлёвский провокация и подкинуть путин идеальный аргумент в польза он правота;кавказец
нибо в сочи в рамка культурный олимпиада представить первый историко культурный проект адыг выставка традиционный культура < b > адыг < b >;кавказец
антон про какой киселёв дмитрий или евгений cказать я а что именно бредовый в речь киселёв конкретно никто из твой сородич я это сказать не мочь но всё однозначно кричать что киселёв врать то что ты активист майданец слушать не хотеть это эмоциональный неприятие в москва < b > нерусский < b > много но славянин в десятка раз большой постоянно резать это два три случай в год из который украинский сми раздувать прям апокалиптический событие приезжать кавказский криминальный толпа не намного большой чем славянский криминальный толпа по часть экономика экономика быть в жопа если вы не быть хоть как то работать и соблюдать условие договор вы сейчас ваш патриотический лидер на кредитный подачка подсаживать на кредитный зависимость;кавказец
елена вот пусть твой львовянин и отделяться раз не признавать итог великий отечественнойна не по путь с фашист искренне веровать в исключительностьсвоя нациия пусть попробовать пожить за счёт польша как это они сейчас делать за счёт донбассаукраинский солдат идти в один строй с многий народ и бить фашист на весь направление и лишь в львов героизировать пособник который убивать и < b > поляк < b > и белорус иукраинец ради великий германия и лишь в львов можно услышать тезис украина для украинцевроссия стать родный дом для более чем 170 народ и каждый из они иметь право на свой язык и на развитие свой культурым идти домойтуда где мы жить сотня летдлить многовековый история сосуществование наш край в рамка государство российский этот плешивый 23год оккупация пыльживить как хотеть но не навязывать мы свой культура основать на один писатель и два херояхдлить мы это издевательство над культура как таковой;кавказец
< b > ненец < b > хоронить свой мёртвый в сани не закапывать и не сжигать < a hrefhttpraoyufocomp21 target_blank > < u > httpraoyufocomp21 < u > < a > новость news;кавказец
twin понимать разница между завоевать и добровольно войти в состав долго объяснять мочь сам кратко прочесть история вхождение < b > калмыков < b > в состав россия про федерация зачем гадать на кофейный гуща о тот что никто из мы не увидеть;хач
есть меря мокша эрзя и вепс мордва марь марь эл чухна мещера остяк уйгур муром весь тыва чудь ведь пермь ямь сосол комь чуваш якут алеут чукча коряк удмурт ительмен нанаец карел калмык нганасан хант манси эвенк ненец бурят юкагир одул иркина азуа татарин чуваш ингуш < b > адыг < b > черкес чечен эвенк тыва самоед тунгус лопарь хакас ойрот цин даур солёный а кирик остаться весь 8 человек остальной 120 записаться русский торгоут потомок кереит весь около 160 неславянский народ < br > русский это они общий название < br > и нет в россия русский федеративный республика < br > нет в россия административный единица где жить так называть русский татарстан есть дагестан есть < br > а русскиестать нету;чурка
что то вы всё запутать и не расплести < br > первоначально вы писать что они нужный кровьчеченцевгрузинузбек и приговор скорее весь уже готовый < br > я просто одёрнуть вы сказать что русский у мы судить гораздо строгий чем < b > нацмен < b > и 282ий для они < br > в 100001ый раз напомнить вы что геноцид славянский население на с кавказ начаться ещё задолго до всякий война и даже распад ссср взять чечня куда там подеваться всё не чечен они утонуть < br > между тем практически неизвестный случай выселение с к народ из россия насильственный путём мы же общечеловек;азербайджанец
21 май день память и скорбь черкесский народ по жертва кавказский война < br > 21 май 1864 год военный парад в урочище кбаада красный поляна окончиться кровопролитный кавказский война в результат который по разный оценка на родина остаться около 5 % < b > черкесов < b > адыг от 75 тыс до 150 тыс больший часть мой народ быть уничтожить остаться быть депортировать в турция государственный машина российский империя практически уничтожить мой народ мы помнить этот дата не из за тот что враждебно относиться к русский народ или россия мы чтить память предок и хотеть чтобы наш потомок чтить они память тхь къиухъумэ адыгэ лъэпкъыр;азербайджанец
хрен там 30 % < br > я ничего не нужно читать я весь родня в симферополь реальный кулачьен или западенцын любить говорить бандеровец < br > всё за россия голосовалисам прифигелаести уж этот в россия захотеть < br > тётка звонить у они день праздник былпрямо на улица перед подъезд стихийно стол накрылипоздравлять друг другасо весь сосед перезнакомилисьтеперить всё такой дружный говорить < br > я мрачно посоветовалапый повод российский денегне обольщаться нахлебник дотационный < br > смеяться сам заработаюттолько поддержитея бардак нет < br > в очередь тоже стоятз паспортамия не испытывать щенячий восторг от присоединенияно человек так решилипусть всё быть хорошо < br > отредактировать ришка 21052014 1122;азербайджанец
антимайдан 14 май 2014 в 1140 < br > < br > маразм крепчать < br > < br > лидер < b > латышский < b > < b > националист < b > дзинтарс входить в правящий коалиция уверенный что кончита вурстый – это коварный проект путин придумать специально чтобы опозорить европа и она ценность российский пропаганда пытаться убедить собственный гражданин и соседний страна прежде весь украина что евросоюз – это сплошной вырождение разврат и педик вот москва и двинуть тайно на евровидение бородатый женщина а наивный европеец повестись на кремлёвский провокация и подкинуть путин идеальный аргумент в польза он правотыoriginal < a hrefhttpwwwthecommentatorcomsystemarticlesinner_p target_blank > < u > httpwwwthecommentatorcomsystemarticlesinner_p < u > < a >;азербайджанец
торговля кафир русский кафир заключить с угнетать < b > уйгур < b > мусульманин китаец договор о торговля газ срок на 30 год;хач
илья это уже < b > евразиец < b > и жертва толерастие какой то лола < br > < br > в россия нс крайне ненавидеть весь аврамизм;хач
предложение для брокер < br > снова открыться проверить канал который кредитовать < b > кавказец < b > бурят удмурт и тп наличие чистый ки обязательно < br > 2 док паспорт инна 2 банк отп и ренисанс 300 и 300 клиент приходить в офис заполнять анкета без прозвон выдача нала через 30 мина канал скоро закрыть;еврей
< a hrefhttpzagopodcomblog43209495915 % c2 % abvernost rossii % e2 % 80 % 93 ne tolko svyaschennyiy dolg evraziyskih narodoutm_campaigntransit & utm_sourcefooter & utm_mediumpage_3 & padw1 target_blank > < u > httpzagopodcomblog43209495915 % c2 % abvernost rossii % e2 % 80 % 93 ne tolko svyaschennyiy dolg evraziyskih narodoutm_campaigntransit & utm_sourcefooter & utm_mediumpage_3 & padw1 < u > < a > nnверность россия – не только священный долг < b > евразийский < b > < b > народ < b > но и банальный условие они выживанияn nnnвазген авагян экономист экономический советникnич знать как украинец но любой нормальна;казах
факт российский история < br > < br > держава с название московия царь пётр i переименовать в россия в 18 век в 1721 год племя мокша назвать свой речка москва а перевод это название с язык мокша звучать как грязный вода любой другой язык мир не мочь перевести слово москва слово кремль татарский и обозначать укрепление на возвышенность < br > < br > в средний век всё картограф европа писать и проводить граница европа вдоль граница русь русь это территория нынешний украина московия улус с свой < b > финский < b > < b > народ < b > всегда быть составлять орда и она европа справедливо относить к азия;казах
если б не путин мы бы до конец не осознать тот боль крымско < b > татарский < b > < b > народ < b > через который прийтись пройти они отец мат;казах
< b > калмык < b > всё век верно служить россиитолько они предать репрессия в сибирь и на север;казах
степан герой слава россия нужный рабочий рука чемодан вокзал и к мы на работа как и миллион твой вольный гордый соплеменник наш квартира убирать < b > украинка < b > из под львов < b > < font color41a317 > хороший < font > < b > тётка очень радоваться когда мы помимо деньга ещё вещь какой нибыть давать а кстати многие русский без всякий злоба к западенец относиться скорее с насмешка поорать на майдан речёвка против москаль а потом поехать москаль дача строить;казах
я вот никак не понять россия никогда не попрошайничать и не вставать на колено перед бусурман почему же путин стать попрошайка и продаться китаезам < br > мочь кто подсказать путин продать китаец весь сибирь или только дальний восток < br > и ещё я не мочь никак понять зачем нужно быть захватывать крым а потом отдавать на разграбление < b > чеченец < b > да ещё туда миллиард бабка впаривать < br > < a hrefhttpglavcomuanews207222html target_blank > < u > httpglavcomuanews207222html < u > < a >;черкес
< b > украинец < b > расстрелять а ну норма тогда я нравиться < br > долой они на хер с россия вообще < br > россия для русский салоед в украина;черкес
путин и премьер турция эрдоган обсудить вопрос крымско < b > татарский < b > < b > община < b >;чеченец
< b > нацмен < b > < b > < font colore42217 > наглеть < font > < b > в краснодар разгромить 2 магазин в новый жилой комплекс и всё сходить с рука < a hrefhttpvkcomtypical_krdwwall 33025155_2072528 target_blank > < u > httpvkcomtypical_krdwwall 33025155_2072528 < u > < a >;чурка
я поражать пессимизм некоторый < b > крымчанин < b > вы хотеть чтобы всё сразу подождать немного приехать к вы отдыхать крым отреставрировать не плохой сочи поехать интурист за ваш лечебный воздух артек быть как в союз и захотеть не попасть всё у вы быть прекрасно надо подождать сестра с семья всегда ездить в турция в это год ехать в крым мой семья по обстоятельство лето не смочь приехать осень и многие такребёнок ещё не закончить учиться мы вы любим и хотеть чтобы у вы всё быть хорошо;казах
роман я не считать рф русский государство как собственно это не считать и правительство это антирусский государство и не разделять желание присоединиться к он в отличие от восторженный часть житель украина для тот кто это желать на украина достаточно максимальный автономия не как быть в крым а как в ирландия 20 40х с свой вооружённый формирование это дать бы всё желаемый местный население без путинский тиранство и < b > < font colore42217 > беспредел < font > < b > и заселение < b > нерусь < b > поэтому я не поддерживать желание украинизатор если есть такой ни стремление в рф крым не брать это отдельный история одесса и будущий массовый жертва результат не украинский фашизм а гражданский война который начинать вовсе не украинствовать а тот кто хотеть в рф при это они можно понятть тк они считать рф настоящий русский государство а путин народный защитник готовый доказать любой из этот тезис в личный общение;казах
rt a_sidyakin можно только приветствовать стремление < b > абхазский < b > < b > народ < b > к сближение с россия но захват административный здание это ненуж;казах
нада нада < b > чухонец < b > эбонитовый палочка по губа повозить dura lex sed lex;казах
а ввод советский войско в прага в 1968 год вы тоже как проявление фашизм расценивать а кампания в чечня ну хотя я понимать чех и чех это же не наш они можно и танк давить и из миномёт расстреливать а тут мирный человек решить уничтожить плюс они тип какой то брат хотя какой мы < b > хохол < b > брат < br > < br > фашизм это не только когда из миномёт расстреливать < br > < br > < br > < br > а это 2011 год < br > < br > < br > < br > а здесь геть московский оккупант 10114 милый человек только гостиница поджигать < br > < br > httpwwwyoutubecomwatchv2qsvvka4ywo & featureyoutube;чудь
тв тв в 1500 по телек идти последний из магикян и чистокровный < b > армянин < b > < a hrefhttpdlvrit5pkpxz target_blank > < u > httpdlvrit5pkpxz < u > < a > программа кино;карачаевец
я два раз отдыхать в абхазия но на удивление практически не встречать < b > абхаз < b > оба раз жить в частный сектор у армянский семья у я вообще остаться впечатление что там только армянин и проживать ум понимать что это не так но собственный ощущение именно такой;карачаевец
лицемерно это всё внутренний < b > нацмен < b > давить вот уже везде крест понатыкать и с помощь провокация узаконить а тут видеть ли в чужой страна федеративность защищать тьфу гниль нормально бы русский прожить на донбасс и луганщина и без военный вмешательство как нормально жить в многий другой страна;карачаевец
сегодня мы стать 170 млн < br > положить начало формирование новый объединение на карта мир президент россия белоруссия и казахстан в астана запускать процесс подписание договор о создание евразийский экономический союз который в 2015 год быть трансформировать в евразийский союз < br > уже сегодня свой заявка на вступление подать армения и киргизия а о свой желание вступить в таможенный союз объявить такой страна как таджикистан сирия абхазия южный осетия непризнанный приднестровский молдавский республика турция вьетнам и индия < br > формировать новый центр сила < br > мы < b > евразиец < b > < br > < b > < font color41a317 > ура < font > < b >;аварец
13 май за 9 день до исторический визит путин < b > туркмен < b > бердымухамед подписать контракт на 65 млрд куб путин 35 < a hrefhttptconfklduprjr target_blank > < u > httptconfklduprjr < u > < a >;аварец
махач аланский наследие по весь россия и ты хотеть сказать что если один город находиться в дагестан всё даги аланы ты не мочь подумать что когда то на кавказ быть аланский союз племенный это не значить что всё кто в он входить быть аланамикака то очередной арабский искатель приключение на свой пятый точка писать не хотеть он по весь интернет искатьный он нацарапалспециальный для такой как ты примерно так самый знатный из алан бассиян бийкнязь ас ани да да сначала определиться даргинцылезгин < b > аварец < b > лакец кто из вы лекиистинный алан быть кулак сильный единый тюркский началоа ты хотеть сказать что они быть пальцаминарод из несколько народ непонимающий друг другой знать даргинцевить не один из мой знакомый понятие не иметь кто такой аланыкогда рашка напасть на чехиючех сам быть удивленыкогда видеть как наш воюютя когда рамштаинщик напасть на рашкукака народ быть самый героический где тогда быть дагина в обидумочь себя считать кто угодноне так давной ты показать всемирный классификация народовить ты видеть что там быть насчёт карачаевец;азербайджанец
не знать сам ответить на этот вопрос мочь у мы < b > калмык < b > мочь купить билет на свой язык а я просто не знать < br > < br > в россия жить много национальность но они маленький официальный язык общение один русский на украина другой ситуация 90 % население разговаривать на русский более тот около треть и есть русский в такой случай официальный сайт на украинский это издевательство < br > < br > ну что я с тролль и патологический лжец разговаривать право слово;азербайджанец
цитатаde_kadance 2252014 2107 уж в 7 й точно на пациент не разоряться и кормить помои и уход никакой < br > < br > с 7 больница на каширка я столкнуться тогда когда ничто < br > помочь быть нельзя < br > а именно с они ритуальный компания < br > я когда вспоминать этот два тётка хотеться помыть рука < br > мочь в это бизнес всё отвратительный человек < br > но у я сложиться впечатление что я разговаривать с < b > цыганка < b > < br > на вокзал с мошенница на доверие что то вроде < br > и всё вроде как по знакомство нафиг такой знакомство < br > просто бросать в дрожь когда вспоминать и слышать название этот 7 ой < br > больница;азербайджанец
круто 300 год около московский княжество есть татарин 500 год в россия происходить межнациональный сношение создаваться семья с татарин башкир < b > удмурт < b > и тд но именно энтони с чисто русский имя кстати считать себя потомок ярослав а не украинец где большой сохраниться самобытный этнос с элемент русский нация и еео культура < br > ну ппц просто мальчик просто дурак а скорее фрик кончать с они базарить он хотеть самоутвердиться у он не получаться в жизнь по понятный причина;азербайджанец
rt anti_maydan владислав сурков россия в полный мера обеспечить оказание финансовый и военный поддержка < b > абхазский < b > < b > народ < b > < a hrefhttpstcopk target_blank > < u > httpstcopk < u > < a >;азербайджанец
rt rostovskaya_ya владислав сурков россия в полный мера обеспечить оказание финансовый и военный поддержка < b > абхазский < b > < b > народ < b > news;азербайджанец
iprit всё это именно в абхазия и быть большой 20 год назад только убивать грузин < b > абхаз < b > и < b > абхаз < b > грузин и русский с чеченец тоже посильно помогапи а самостоятельный экономика не строить если россия кормить то незачем на халява хороший;казах
rt iuukr лавров россия рассматривать происходить в абхазия как внутренний дело < b > абхазский < b > < b > народ < b > < a hrefhttpitar tasscompolitika12322 target_blank > < u > httpitar tasscompolitika12322 < u > < a >;кавказец
rt lolypop75798817 rt persident_urk путин подписать указ о реабилитация крымско < b > татарский < b > < b > народ < b > первый реабилитировать мустафа джемилев;казах
россия иметь право остановить фашизм где от это страдать русский < br > < br > а в сам россия не быть страдать < b > карел < b > татарин тувинец коряк мордва хант и манси якут от построение русский мир;нерусский
гумилёв придумать что монгольский иго не быть а золотой орда это симбиоз русский и монгол < br > агамонгол дань собирать а русский она платить такой вот симбиоз < br > сейчас симбиоз с чечня но это ерундовыый симбиоз дань не очень больший < br > а вот симбиоз с китай крутой быть < br > тут дань даже и большой не отделаться < br > симбиоз настоящий быть как в синьцзян_уйгурский ао там китаец почти не быть а сейчас уже более 50 % < br > заселить китаец сибирь и быть настоящий симбиоз < br > а детишки симпатичный < b > метис < b > получаться такой узкоглазенький и румяный;нерусский
