"589";"year since lisa donnan ha queued gas last month cy";"0.00132";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.02524";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00371";"0.00012";"0.00012";"0.12213";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.12572";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00132";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00132";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.23457";"0.00012";"0.00132";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012";"0.13888";"0.00012";"0.00012";"0.00012";"0.00012";"0.33385";"0.00012";"0.00012";"0.00012";"0.00012";"0.00012"
"590";"donald trump pollster think run white house path v";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.08419";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.52290";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.03581";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.01968";"0.00032";"0.00032";"0.00032";"0.00355";"0.00032";"0.00032";"0.00032";"0.00032";"0.03258";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00677";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032";"0.00355";"0.00032";"0.00032";"0.00677";"0.24548";"0.00355";"0.00032";"0.00032";"0.00032";"0.00677";"0.00032";"0.00032";"0.00032";"0.00032";"0.00032"
"591";"tehran approach talk nuclear programme vienna ha b";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00331";"0.00030";"0.00030";"0.00331";"0.00030";"0.00030";"0.00030";"0.00030";"0.00331";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.34066";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.21717";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.26536";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00331";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.12982";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00030";"0.00633";"0.00030";"0.00030";"0.00030"
"592";"foot wave pm sky documentary alternative friday ni";"0.00311";"0.00028";"0.00028";"0.00028";"0.02006";"0.00028";"0.00028";"0.00028";"0.00028";"0.00028";"0.00311";"0.00028";"0.00028";"0.02006";"0.00028";"0.00028";"0.00593";"0.00028";"0.00028";"0.00028";"0.00028";"0.00028";"0.11045";"0.00311";"0.00028";"0.00028";"0.01158";"0.00028";"0.00028";"0.00028";"0.00028";"0.00028";"0.00028";"0.00028";"0.00028";"0.00028";"0.00028";"0.00028";"0.00028";"0.00028";"0.00028";"0.00311";"0.00028";"0.00028";"0.00311";"0.00028";"0.00028";"0.00028";"0.00028";"0.01158";"0.00028";"0.02288";"0.02288";"0.00028";"0.00028";"0.00028";"0.22062";"0.02006";"0.00311";"0.00028";"0.00028";"0.00028";"0.00028";"0.00028";"0.00028";"0.06808";"0.00876";"0.07090";"0.00311";"0.00028";"0.00028";"0.00028";"0.00028";"0.00028";"0.05395";"0.00028";"0.00028";"0.00028";"0.00028";"0.00028";"0.00028";"0.00028";"0.03701";"0.00028";"0.00028";"0.00876";"0.00028";"0.00028";"0.00028";"0.17260";"0.00028";"0.06808";"0.00028";"0.00028";"0.00028";"0.00028";"0.00028";"0.00311";"0.00028";"0.00028"
"593";"one year since united arab emirate launched hope s";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.11527";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.03893";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.19924";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.39008";"0.00076";"0.00076";"0.02366";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.07710";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.07710";"0.00840";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076";"0.00076"
"594";"late summer sense hope uk economy covid restrictio";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00363";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.60917";"0.00017";"0.00190";"0.00017";"0.00190";"0.00190";"0.00017";"0.00190";"0.00017";"0.00017";"0.00017";"0.00017";"0.00190";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.08495";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.12820";"0.00190";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.14377";"0.00017";"0.00017";"0.00017";"0.00017";"0.00363";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017"
"595";"provocation preparation exact intention informing ";"0.00963";"0.00031";"0.00031";"0.00652";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.75807";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.05311";"0.00031";"0.00031";"0.00342";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00652";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00963";"0.00031";"0.00031";"0.00031";"0.00031";"0.00342";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.04068";"0.00031";"0.00031";"0.00031";"0.07484";"0.00652";"0.00031"
"596";"olympics easy answer look medal table table much l";"0.00027";"0.00027";"0.00847";"0.00027";"0.01120";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00574";"0.00027";"0.04126";"0.00027";"0.00027";"0.06858";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.25984";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00301";"0.01940";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.27077";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.28716";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027"
"597";"opinion piece used outdated figure people renting ";"0.01641";"0.00859";"0.00078";"0.00078";"0.00078";"0.00078";"0.00078";"0.00078";"0.00078";"0.00078";"0.00078";"0.00078";"0.00078";"0.00078";"0.00078";"0.00078";"0.01641";"0.00078";"0.00078";"0.00078";"0.00078";"0.00078";"0.00078";"0.16484";"0.00078";"0.00078";"0.00078";"0.00078";"0.00078";"0.00078";"0.00078";"0.00078";"0.00078";"0.00078";"0.00078";"0.00078";"0.00078";"0.00078";"0.00078";"0.00859";"0.00078";"0.00078";"0.00078";"0.00078";"0.00078";"0.00078";"0.00078";"0.00078";"0.00078";"0.00078";"0.00078";"0.00078";"0.00078";"0.00078";"0.00078";"0.00078";"0.18047";"0.01641";"0.00078";"0.00078";"0.00078";"0.00859";"0.00078";"0.00078";"0.00078";"0.15703";"0.11797";"0.00078";"0.00078";"0.00078";"0.00078";"0.01641";"0.00078";"0.00078";"0.00078";"0.00078";"0.00859";"0.00078";"0.00078";"0.00078";"0.00078";"0.00078";"0.03203";"0.00078";"0.00078";"0.00078";"0.00859";"0.00078";"0.00078";"0.14922";"0.00859";"0.00078";"0.00078";"0.00078";"0.00078";"0.00859";"0.00078";"0.00078";"0.00859";"0.00078"
"598";"thanks following along latest covid news today cas";"0.00003";"0.00036";"0.00003";"0.00003";"0.00003";"0.00003";"0.00003";"0.00003";"0.00003";"0.00036";"0.00003";"0.00003";"0.00003";"0.00230";"0.00036";"0.00003";"0.00003";"0.00068";"0.00003";"0.00003";"0.00003";"0.00003";"0.00003";"0.64648";"0.00003";"0.00003";"0.00003";"0.00003";"0.06069";"0.00003";"0.00003";"0.00003";"0.00003";"0.00328";"0.00003";"0.00003";"0.00003";"0.00003";"0.00003";"0.00003";"0.00003";"0.00003";"0.00003";"0.00003";"0.00003";"0.00003";"0.00003";"0.00003";"0.00003";"0.00003";"0.00003";"0.00003";"0.00036";"0.00003";"0.00003";"0.00003";"0.00003";"0.00003";"0.00003";"0.00003";"0.00003";"0.00003";"0.00003";"0.00003";"0.00003";"0.03733";"0.10350";"0.00003";"0.00003";"0.00003";"0.00003";"0.00003";"0.00003";"0.00003";"0.00003";"0.00003";"0.00003";"0.00003";"0.00003";"0.00003";"0.00003";"0.00003";"0.00036";"0.00003";"0.00003";"0.00003";"0.07691";"0.00003";"0.00003";"0.05031";"0.01041";"0.00068";"0.00133";"0.00068";"0.00003";"0.00003";"0.00003";"0.00036";"0.00068";"0.00003"
"599";"standing podium saturday take oath office bashar a";"0.25577";"0.00025";"0.00025";"0.00025";"0.00270";"0.00025";"0.00025";"0.00270";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00270";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.01990";"0.00025";"0.00025";"0.00025";"0.00025";"0.11327";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.31229";"0.00270";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00270";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.01007";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.01007";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.24349";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025"
"600";"dose order russia sputnik v vaccine triggered poli";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.02630";"0.00037";"0.00037";"0.04111";"0.00037";"0.51519";"0.00037";"0.00037";"0.00037";"0.00037";"0.16333";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00407";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.19296";"0.01889";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00407";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037";"0.00037"
"601";"friend hester mcfarland solomon ha died aged dedic";"0.00038";"0.00038";"0.00038";"0.00038";"0.01541";"0.00789";"0.00038";"0.00038";"0.00038";"0.00038";"0.00038";"0.00038";"0.00038";"0.06053";"0.00038";"0.00038";"0.00038";"0.00038";"0.00038";"0.00038";"0.00414";"0.00038";"0.00038";"0.03045";"0.00038";"0.00038";"0.05677";"0.00038";"0.00038";"0.00038";"0.00038";"0.00038";"0.00789";"0.00038";"0.00038";"0.00038";"0.00038";"0.00038";"0.00038";"0.00038";"0.00038";"0.00038";"0.00038";"0.00038";"0.00038";"0.00038";"0.00038";"0.01165";"0.00038";"0.00038";"0.00038";"0.00038";"0.01917";"0.00414";"0.00038";"0.00038";"0.59436";"0.00038";"0.00038";"0.00038";"0.00038";"0.00038";"0.00038";"0.00038";"0.00038";"0.12820";"0.00038";"0.00038";"0.00038";"0.00038";"0.00038";"0.00038";"0.00414";"0.00414";"0.00038";"0.00038";"0.00038";"0.00038";"0.00038";"0.00038";"0.00038";"0.00038";"0.00038";"0.00038";"0.00038";"0.00038";"0.00414";"0.00038";"0.00038";"0.00038";"0.00038";"0.01165";"0.00038";"0.00414";"0.00038";"0.00038";"0.00038";"0.00038";"0.00038";"0.00038"
"602";"russia medium watchdog ha told twitter delete acco";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00272";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00519";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.03975";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.16321";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.41506";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.00025";"0.01259";"0.00025";"0.00025";"0.33852";"0.00025";"0.00025"
"603";"chairman prince charles charitable foundation ha r";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00550";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00550";"0.00050";"0.03550";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.01050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.62050";"0.00050";"0.00550";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.27050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050";"0.00050"
"604";"game start opening ceremony take place next friday";"0.00015";"0.00015";"0.00015";"0.00015";"0.18211";"0.00015";"0.00015";"0.00015";"0.00015";"0.02872";"0.00015";"0.00015";"0.00316";"0.00015";"0.00015";"0.00015";"0.00015";"0.00015";"0.00015";"0.00015";"0.00015";"0.00015";"0.00015";"0.10241";"0.00015";"0.00015";"0.00316";"0.00015";"0.00015";"0.00015";"0.00015";"0.00165";"0.00015";"0.00015";"0.00165";"0.00015";"0.00015";"0.00015";"0.00015";"0.00165";"0.00015";"0.00015";"0.00015";"0.00015";"0.00015";"0.00767";"0.00015";"0.00015";"0.00015";"0.00015";"0.00015";"0.00015";"0.00015";"0.00015";"0.00015";"0.00015";"0.00015";"0.00015";"0.00015";"0.00015";"0.00015";"0.00015";"0.00316";"0.00015";"0.00015";"0.04376";"0.00015";"0.00015";"0.00015";"0.00015";"0.00015";"0.00015";"0.00015";"0.00165";"0.43474";"0.00015";"0.00015";"0.00015";"0.00015";"0.00015";"0.00015";"0.00015";"0.01970";"0.00015";"0.00015";"0.00015";"0.00015";"0.00015";"0.00015";"0.15053";"0.00015";"0.00015";"0.00165";"0.00015";"0.00015";"0.00015";"0.00015";"0.00015";"0.00015";"0.00015"
"605";"german police investigating alleged sonic weapon a";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.12543";"0.00043";"0.00474";"0.00043";"0.00043";"0.00043";"0.01336";"0.00043";"0.00474";"0.00043";"0.24612";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.01336";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.23750";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.00043";"0.11250";"0.00043";"0.00043";"0.00474";"0.00043";"0.15991";"0.00043";"0.00043";"0.03922";"0.00043";"0.00043"
"606";"taliban expected announce new government afghanist";"0.02322";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00211";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.05969";"0.00019";"0.00019";"0.00019";"0.00211";"0.00019";"0.00019";"0.05777";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.36871";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.46468";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00403";"0.00019";"0.00019"
"607";"france interior minister seeking dissolve ultra ri";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00566";"0.01914";"0.00027";"0.00027";"0.00836";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00566";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.03531";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.45580";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.00027";"0.03261";"0.00027";"0.00027";"0.00027";"0.00027";"0.01375";"0.00027";"0.00027";"0.31563";"0.00027";"0.00027";"0.00027";"0.00027";"0.00296";"0.00027";"0.08113";"0.00027";"0.00027"
"608";"ha announced sanction seven russian government off";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.16902";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00824";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00431";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.32588";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.22392";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00824";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00431";"0.00039";"0.00039";"0.00824";"0.00039";"0.00039";"0.00039";"0.01216";"0.00039";"0.00039";"0.00039";"0.00039";"0.01608";"0.00039";"0.00039";"0.18471";"0.00039";"0.00039"
"609";"vladimir putin angela merkel emmanuel macron discu";"0.00283";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00540";"0.00026";"0.00283";"0.00026";"0.00026";"0.00026";"0.00026";"0.45527";"0.00026";"0.00026";"0.00026";"0.00026";"0.19563";"0.00026";"0.00026";"0.00026";"0.00283";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.18792";"0.01054";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00797";"0.00026";"0.00026";"0.04396";"0.00026";"0.01568";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.00026";"0.04653";"0.00026";"0.00026"
"610";"cutting carbon dioxide enough solve climate crisis";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.02750";"0.00023";"0.00477";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.01386";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.02750";"0.00023";"0.00023";"0.00250";"0.00477";"0.00023";"0.00023";"0.00023";"0.00023";"0.83205";"0.00023";"0.00250";"0.00023";"0.00023";"0.00250";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00250";"0.00023";"0.00250";"0.00023";"0.00250";"0.00477";"0.00023";"0.00250";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00250";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.04568";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023"
